"Sex";"fakecode";"fakelat";"fakelong";"PatronType";"PatronID";"EMAI/Venue";"EMAI/Third Patry";"PHON/Venue";"PHON/Third Patry";"POST/Venue";"POST/Third Patry";"SMS/Venue";"SMS/Third Patry";"SOCI/Venue";"SOCI/Third Patry"
NULL;"LA4 6RN";"54.0741967";"-2.8349795";"Adult";"3022";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA4 6RN";"54.0741967";"-2.8349795";"Adult";"102350";"Y";"Y";"N";"N";"Y";"Y";"Y";"Y";"Y";"Y"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"103057";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Adult";"103031";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 1PS";"54.049537";"-2.7996342";"Adult";"104915";"Y";"Y";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"102902";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA4 6RN";"54.0741967";"-2.8349795";"Adult";"104933";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102793";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102900";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Adult";"102076";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"CW11 1SP";"53.1506391";"-2.3637217";"Adult";"104706";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Adult";"103064";"N";"N";"N";"N";"Y";"Y";"N";"N";"N";"N"
"F";"B30 1NA";"52.4232172";"-1.9411357";"Adult";"102265";"Y";"?";"N";"?";"N";"?";"?";"?";"?";"?"
"F";"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"102140";"Y";"Y";"N";"N";"N";"N";"N";"N";"Y";"N"
NULL;"LA8 9AD";"54.3771761";"-2.7639034";"Adult";"3301";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"M15 6EP";"53.4669512";"-2.2403902";"Adult";"102607";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA9 7NN";"54.3148511";"-2.7328553";"Adult";"103694";"Y";"Y";"N";"N";"Y";"Y";"N";"N";"N";"N"
NULL;"PR26 9HZ";"53.6686747";"-2.7776386";"Adult";"103655";"Y";"N";"N";"N";"Y";"Y";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102908";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Adult";"102095";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102781";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Adult";"102873";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"F";"M16 9PN";"53.4608356";"-2.2669224";"Adult";"105415";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"105275";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Adult";"102148";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"102817";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102874";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"100697";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"PR3 2YG";"53.8285086";"-2.591444";"Adult";"105416";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102764";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"ST9 9DN";"53.0746776";"-2.1081858";"Adult";"104267";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102791";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102911";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102903";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"BB7 3AA";"53.9105";"-2.4500566";"Adult";"3690";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"104406";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"CV9 3QY";"52.6114247";"-1.5345323";"Adult";"104912";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"CV9 3QY";"52.6114247";"-1.5345323";"Adult";"103036";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA11 7RA";"54.1848925";"-2.9421963";"Adult";"102477";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"102958";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Adult";"100117";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"102823";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"EX6 8JS";"50.6471074";"-3.477137";"Adult";"102957";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"OL12 6JL";"53.627313";"-2.1669106";"Adult";"104913";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"100574";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA2 7HX";"54.1170974";"-2.5192143";"Adult";"102161";"Y";"N";"Y";"N";"Y";"Y";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"104411";"Y";"Y";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"RG31 6NU";"51.4703364";"-1.0420184";"Adult";"104271";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"WA10 4JP";"53.454602";"-2.7595714";"Adult";"102951";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"102871";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102801";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA3 1UN";"54.0619372";"-2.8825314";"Adult";"103734";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 1PS";"54.049537";"-2.7996342";"Adult";"105108";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA5 9HG";"54.1378168";"-2.7678132";"Adult";"102806";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA2 6BQ";"54.0839557";"-2.7861084";"Adult";"4080";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Adult";"4095";"Y";"N";"N";"N";"Y";"N";"N";"N";"Y";"N"
"F";"LA3 2JJ";"54.0446703";"-2.8922308";"Adult";"102933";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Adult";"100393";"Y";"N";"N";"N";"N";"N";"Y";"N";"N";"N"
NULL;"LA12 8JL";"54.2719639";"-3.0164124";"Adult";"102615";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"105397";"Y";"N";"N";"N";"Y";"N";"N";"N";"Y";"N"
NULL;"M21 9LP";"53.4436076";"-2.2811013";"Adult";"102596";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Adult";"102897";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Adult";"104419";"Y";"Y";"Y";"N";"Y";"N";"Y";"N";"N";"N"
"F";"PR1 7UG";"53.7701286";"-2.7101214";"Adult";"102937";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102732";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102766";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"103842";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"100082";"Y";"N";"N";"N";"N";"N";"Y";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"104218";"Y";"Y";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"BN18 9PB";"50.8617339";"-0.5476743";"Adult";"103721";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102786";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA8 8AX";"54.2983918";"-2.8113626";"Adult";"105133";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 1PS";"54.049537";"-2.7996342";"Adult";"100127";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"N";"N"
NULL;"LA2 6BQ";"54.0839557";"-2.7861084";"Adult";"101074";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"NE43 7NT";"54.9490818";"-1.9048409";"Adult";"102920";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"103722";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102912";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"ST20 0JD";"52.7996967";"-2.2700142";"Adult";"105153";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"ST20 0JD";"52.7996967";"-2.2700142";"Adult";"102612";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"YO23 2RN";"53.9156147";"-1.1013853";"Adult";"104252";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Adult";"105096";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"105234";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"GL51 6DJ";"51.8928143";"-2.1185823";"Adult";"102921";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"104432";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"PR2 7AR";"53.7871471";"-2.7381912";"Adult";"105022";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"102878";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Adult";"100915";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"F";"LA5 9HG";"54.1378168";"-2.7678132";"Adult";"103747";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA6 1JG";"54.1631271";"-2.7247161";"Adult";"5623";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"101210";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"HD2 2PH";"53.666289";"-1.7923555";"Adult";"100244";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"HD2 2PH";"53.666289";"-1.7923555";"Adult";"102932";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"LA18 5EZ";"54.2285161";"-3.2739597";"Adult";"5099";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"101674";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"M";"LA1 2NE";"54.0618975";"-2.8037951";"Adult";"103050";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"102552";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"CW11 4HL";"53.1339268";"-2.3600915";"Adult";"100588";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102730";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Adult";"100242";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102765";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"101219";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"WS14 9JG";"52.6754719";"-1.7996406";"Adult";"102795";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"105392";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"5269";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"CH43 4XH";"53.3893182";"-3.0376667";"Adult";"104258";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA2 9ES";"54.0461848";"-2.7098815";"Adult";"5298";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"103027";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";NULL;NULL;NULL;"Adult";"102788";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102820";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"SY5 6BJ";"52.6466701";"-2.643567";"Adult";"102745";"Y";"Y";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Adult";"105131";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Adult";"105117";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"104446";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"BD22 9SY";"53.8226029";"-1.9436618";"Adult";"102706";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102780";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102822";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA22 9SD";"54.4420734";"-3.0011101";"Adult";"102856";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"5416";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102898";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"103708";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"6295";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y"
"M";"LA1 1PS";"54.049537";"-2.7996342";"Adult";"103724";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"PR25 2TR";"53.6956947";"-2.698313";"Adult";"102877";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Adult";"105118";"Y";"Y";"Y";"N";"Y";"Y";"Y";"N";"Y";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"105235";"Y";"Y";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"100911";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Adult";"101772";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
