"Sex";"fakecode";"fakelat";"fakelong";"PatronType";"PatronID";"EMAI/Venue";"EMAI/Third Patry";"PHON/Venue";"PHON/Third Patry";"POST/Venue";"POST/Third Patry";"SMS/Venue";"SMS/Third Patry";"SOCI/Venue";"SOCI/Third Patry"
"M";NULL;NULL;NULL;"Adult";"1557";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"L25 5NZ";"53.37967";"-2.85971";"Adult";"1567";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"101777";"Y";"N";"N";"N";"Y";"N";"Y";"N";"N";"N"
"F";"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"102648";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102901";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"104899";"Y";"Y";"Y";"N";"Y";"Y";"N";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"102965";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Adult";"102038";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"M";"PR1 2HD";"53.7609091";"-2.7027934";"Adult";"1658";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"FY5 2JR";"53.8834608";"-3.0251536";"Adult";"104998";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"104363";"Y";"N";"N";"N";"N";"N";"N";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"102779";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"FY8 4JZ";"53.7396908";"-2.9609517";"Adult";"102561";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"PR3 0TB";"53.882743";"-2.7994458";"Adult";"105106";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LS28 6NL";"53.8075287";"-1.6631146";"Adult";"104453";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"GL50 4RN";"51.9107477";"-2.0773303";"Adult";"104970";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 1PS";"54.049537";"-2.7996342";"Adult";"102954";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"1739";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"LA1 1PS";"54.049537";"-2.7996342";"Adult";"100147";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"105157";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"BB5 5WW";"53.7751759";"-2.3765034";"Adult";"103767";"Y";"Y";"N";"N";"Y";"N";"Y";"Y";"Y";"Y"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"103751";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA3 3ES";"54.0474118";"-2.8564615";"Adult";"1775";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"BL6 4AB";"53.5776912";"-2.5062843";"Adult";"105126";"Y";"N";"N";"N";"N";"N";"Y";"N";"Y";"N"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"102926";"Y";"N";"N";"N";"Y";"N";"N";"N";"Y";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Adult";"105237";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"BR2 9JF";"51.395692";"0.02621519";"Adult";"103041";"Y";"N";"N";"N";"Y";"N";"N";"N";"Y";"N"
"F";NULL;NULL;NULL;"Adult";"103042";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102799";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Adult";"101776";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"105160";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"102778";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102798";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Adult";"105219";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"BL1 5NY";"53.5865663";"-2.4709223";"Adult";"104223";"Y";"N";"N";"N";"Y";"N";"N";"N";"Y";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Adult";"1911";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Adult";"1914";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102837";"N";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"FY1 2AA";"53.8205745";"-3.052266";"Adult";"104302";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"N";"N"
"F";"LA6 1JG";"54.1631271";"-2.7247161";"Adult";"100390";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y"
NULL;"LS14 3HD";"53.861288";"-1.43752";"Adult";"102240";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"BB18 5AF";"53.9155513";"-2.1869049";"Adult";"1961";"Y";"N";"N";"N";"Y";"Y";"Y";"N";"Y";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"105227";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"104224";"Y";"N";"N";"N";"Y";"N";"N";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"102896";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"IP33 3EQ";"52.2462857";"0.69750714";"Adult";"105259";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"104373";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"PR3 1HZ";"53.9068429";"-2.7624231";"Adult";"102866";"Y";"Y";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"2020";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102797";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Adult";"103060";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"102899";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"IP7 6LH";"52.0631787";"0.95178744";"Adult";"104284";"N";"N";"Y";"N";"N";"N";"Y";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"104837";"Y";"N";"N";"N";"N";"N";"Y";"N";"Y";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"100607";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Adult";"105400";"Y";"Y";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Adult";"103712";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102876";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"LA5 9HG";"54.1378168";"-2.7678132";"Adult";"2217";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";"LA1 1PS";"54.049537";"-2.7996342";"Adult";"105273";"Y";"N";"N";"N";"N";"N";"N";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"102559";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102826";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"100636";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"L23 9TY";"53.493234";"-3.0054574";"Adult";"104380";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"102251";"Y";"Y";"N";"N";"N";"Y";"N";"N";"Y";"Y"
NULL;"PR1 1YN";"53.7644113";"-2.6986667";"Adult";"104987";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"2372";"Y";"N";"N";"N";"N";"N";"N";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"102731";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102953";"N";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102796";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"103019";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"WN5 8HN";"53.5375542";"-2.6954167";"Adult";"104977";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Adult";"104988";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Adult";"100243";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"104639";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"105122";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";NULL;NULL;NULL;"Adult";"105188";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Adult";"102603";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"103715";"Y";"N";"N";"N";"N";"N";"N";"N";"Y";"Y"
NULL;NULL;NULL;NULL;"Adult";"102578";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102118";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR2 1LH";"53.7683609";"-2.7480564";"Adult";"104854";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"104294";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"TQ13 7HB";"50.524502";"-3.7644217";"Adult";"103778";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"104307";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102818";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"FK2 0TN";"55.9818879";"-3.7121379";"Adult";"2650";"N";"?";"N";"?";"N";"?";"?";"?";"?";"?"
"F";NULL;NULL;NULL;"Adult";"102082";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"102755";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102909";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"C";"LA1 1PS";"54.049537";"-2.7996342";"(Unspecified)";"2788";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y"
NULL;"NE48 3LF";"55.0881691";"-2.2239559";"Adult";"103790";"N";"N";"N";"N";"Y";"Y";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Adult";"2802";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"2818";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102728";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Adult";"102322";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"PR1 7UG";"53.7701286";"-2.7101214";"Adult";"105143";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"N16 8ST";"51.5555853";"-0.0779539";"Adult";"105255";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 1PS";"54.049537";"-2.7996342";"Adult";"103750";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA6 1JG";"54.1631271";"-2.7247161";"Adult";"104280";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"SO50 7JW";"50.9627563";"-1.2968629";"Adult";"104971";"Y";"N";"N";"N";"Y";"N";"N";"N";"Y";"N"
"M";"LA9 7NN";"54.3148511";"-2.7328553";"Adult";"103779";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"104968";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"105110";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Adult";"2993";"Y";"?";"N";"?";"Y";"?";"?";"?";"?";"?"
NULL;"LA3 1UN";"54.0619372";"-2.8825314";"Adult";"3008";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;NULL;NULL;NULL;"Adult";"104390";"Y";"N";"N";"N";"Y";"N";"Y";"N";"N";"N"
