"Sex";"fakecode";"fakelat";"fakelong";"PatronType";"PatronID";"EMAI/Venue";"EMAI/Third Patry";"PHON/Venue";"PHON/Third Patry";"POST/Venue";"POST/Third Patry";"SMS/Venue";"SMS/Third Patry";"SOCI/Venue";"SOCI/Third Patry"
"M";"LA2 6BQ";"54.0839557";"-2.7861084";"Adult";"1757";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA4 6RN";"54.0741967";"-2.8349795";"Adult";"1758";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"1772";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA3 3ES";"54.0474118";"-2.8564615";"Adult";"1775";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"1780";"N";"?";"N";"?";"N";"?";"?";"?";"?";"?"
"M";"LA6 1JG";"54.1631271";"-2.7247161";"Adult";"102669";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"M";"BB1 9QA";"53.7805183";"-2.4781257";"Adult";"1805";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"1808";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"102754";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"101165";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Adult";"1843";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA6 1JG";"54.1631271";"-2.7247161";"Adult";"1855";"N";"?";"N";"?";"N";"?";"?";"?";"?";"?"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102943";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102238";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"M";"LE2 4NW";"52.5986261";"-1.0664099";"Adult";"103731";"Y";"N";"N";"N";"Y";"N";"N";"N";"Y";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102044";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR2 3QZ";"53.7824";"-2.7246355";"Adult";"1879";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA2 9ES";"54.0461848";"-2.7098815";"Adult";"105406";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"CA12 5EW";"54.5969039";"-3.1481703";"Adult";"1893";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA5 0SN";"54.1867024";"-2.8271845";"Adult";"1894";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"M";"LA7 7TZ";"54.2266742";"-2.7724253";"Adult";"100428";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA6 1JG";"54.1631271";"-2.7247161";"Adult";"1927";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA2 6BQ";"54.0839557";"-2.7861084";"Adult";"100358";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA6 1JG";"54.1631271";"-2.7247161";"Adult";"102588";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"101322";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"M";NULL;NULL;NULL;"Adult";"102751";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA2 9ES";"54.0461848";"-2.7098815";"Adult";"1934";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA23 2AZ";"54.3734765";"-2.905094";"Adult";"102516";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102523";"Y";"N";"Y";"N";"Y";"Y";"N";"N";"N";"N"
NULL;"LA6 1JG";"54.1631271";"-2.7247161";"Adult";"1947";"N";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"F";"WS1 3JR";"52.5772429";"-1.977339";"Adult";"100239";"Y";"N";"Y";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"100423";"Y";"Y";"Y";"N";"Y";"Y";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102050";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"M";"LA5 0SN";"54.1867024";"-2.8271845";"Adult";"102558";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102241";"Y";"Y";"Y";"N";"Y";"Y";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"2020";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"102549";"Y";"Y";"Y";"N";"N";"N";"N";"N";"N";"N"
NULL;"BB5 3BJ";"53.7416854";"-2.3934554";"Adult";"2033";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"LA5 9HG";"54.1378168";"-2.7678132";"Adult";"2035";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"LA12 8JL";"54.2719639";"-3.0164124";"Adult";"2052";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"102736";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"2138";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"2147";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA9 6DL";"54.338346";"-2.7381943";"Adult";"102703";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"105218";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"FY8 3JG";"53.7596602";"-3.0108919";"Adult";"102672";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"103000";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Adult";"105228";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Adult";"103712";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR4 3HD";"53.7998213";"-2.8807787";"Adult";"105025";"Y";"N";"N";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA6 2BB";"54.205825";"-2.5969083";"Adult";"2209";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102563";"Y";"Y";"Y";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"102246";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Adult";"103084";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"PR3 1HZ";"53.9068429";"-2.7624231";"Adult";"100469";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"2243";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;NULL;NULL;NULL;"Adult";"102559";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA8 0LX";"54.2924085";"-2.6926972";"Adult";"2274";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"M";"LA2 6BQ";"54.0839557";"-2.7861084";"Adult";"2275";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Adult";"2281";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"103056";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"101176";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"CA11 7XA";"54.666388";"-2.752368";"Adult";"2314";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"M";"LA17 7UL";"54.2400847";"-3.1745932";"Adult";"102474";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"2333";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"2335";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"102602";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"L31 8EQ";"53.5148611";"-2.9527361";"Adult";"102586";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA9 4JU";"54.3252657";"-2.7521208";"Adult";"2356";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"102251";"Y";"Y";"N";"N";"N";"Y";"N";"N";"Y";"Y"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"104889";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"105337";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"W5  2ED";"51.5156667";"-0.2917952";"Adult";"104381";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"102481";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA4 6RN";"54.0741967";"-2.8349795";"Adult";"102111";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"PR4 5YT";"53.7262091";"-2.7807909";"Adult";"7282";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"F";"PR3 1HZ";"53.9068429";"-2.7624231";"Adult";"102670";"Y";"N";"Y";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102695";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"M9  8EJ";"53.5252394";"-2.2255258";"Adult";"102722";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"FY5 3RS";"53.8696679";"-3.0293582";"Adult";"102656";"Y";"Y";"N";"N";"Y";"Y";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"101324";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"102578";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Adult";"2517";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"CV8 2NU";"52.3480066";"-1.5601287";"Adult";"102117";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102118";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"102328";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 2NE";"54.0618975";"-2.8037951";"Adult";"2528";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"105154";"Y";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"N"
NULL;"FY8 2HE";"53.7604711";"-3.0334622";"Adult";"105356";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"103793";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"2591";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"105393";"Y";"N";"N";"N";"Y";"N";"Y";"N";"N";"N"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"100433";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA8 0LX";"54.2924085";"-2.6926972";"Adult";"2628";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA11 7RA";"54.1848925";"-2.9421963";"Adult";"102487";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA2 6BQ";"54.0839557";"-2.7861084";"Adult";"105404";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA2 7LT";"54.1065596";"-2.5083731";"Adult";"100256";"Y";"Y";"Y";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA2 7LT";"54.1065596";"-2.5083731";"Adult";"100444";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"PR5 6AQ";"53.7164381";"-2.6402762";"Adult";"102771";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Adult";"2679";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"FY6 0EE";"53.9196633";"-2.9697789";"Adult";"100442";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102733";"Y";"Y";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102698";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"F";"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"105403";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Adult";"102681";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA5 9HG";"54.1378168";"-2.7678132";"Adult";"103769";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA16 7DJ";"54.1885888";"-3.2019626";"Adult";"102455";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102759";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Adult";"102560";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"102540";"Y";"Y";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"2736";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"101325";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"F";"LL58 8PS";"53.2821753";"-4.0988144";"Adult";"2764";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 2NE";"54.0618975";"-2.8037951";"Adult";"100530";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR2 3QZ";"53.7824";"-2.7246355";"Adult";"102123";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA2 6BQ";"54.0839557";"-2.7861084";"Adult";"2785";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"WA13 0LB";"53.377604";"-2.47432";"Adult";"103058";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";NULL;NULL;NULL;"Adult";"2802";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"101466";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"105216";"N";"N";"N";"N";"N";"N";"Y";"N";"N";"N"
NULL;"PR25 2TR";"53.6956947";"-2.698313";"Adult";"104993";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"102543";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"BB7 9AJ";"53.8310458";"-2.4037993";"Adult";"104388";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA6 2BB";"54.205825";"-2.5969083";"Adult";"2841";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"PR3 0TB";"53.882743";"-2.7994458";"Adult";"2845";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA4 6RN";"54.0741967";"-2.8349795";"Adult";"2851";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;NULL;NULL;NULL;"Adult";"2853";"Y";"?";"Y";"?";"N";"?";"?";"?";"?";"?"
"M";NULL;NULL;NULL;"Adult";"2863";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"M";"PR4 2BU";"53.7819528";"-2.8828197";"Adult";"2859";"N";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"105302";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102127";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"2899";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"102476";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 1PS";"54.049537";"-2.7996342";"Adult";"103750";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"105395";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"2923";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"101346";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"FY6 7EG";"53.8502603";"-2.9959212";"Adult";"103040";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"L39 4TT";"53.5628475";"-2.8867034";"Adult";"103743";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Adult";"102762";"Y";"N";"Y";"N";"N";"N";"N";"N";"N";"N"
"F";"LA6 1JG";"54.1631271";"-2.7247161";"Adult";"102773";"N";"N";"Y";"N";"N";"N";"N";"N";"N";"N"
"M";"PR6 9HX";"53.6324429";"-2.5984749";"Adult";"105112";"Y";"N";"Y";"N";"Y";"N";"N";"N";"Y";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Adult";"2993";"Y";"?";"N";"?";"Y";"?";"?";"?";"?";"?"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102564";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA3 1UN";"54.0619372";"-2.8825314";"Adult";"3008";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"M";"LA5 8JA";"54.1054419";"-2.7918837";"Adult";"3014";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA5 0SN";"54.1867024";"-2.8271845";"Adult";"102961";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"104391";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA5 9HG";"54.1378168";"-2.7678132";"Adult";"103044";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"BB7 2DU";"53.8736387";"-2.3959476";"Adult";"3117";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";"LA12 7PU";"54.2065";"-3.0903819";"Adult";"3126";"Y";"N";"N";"N";"N";"N";"N";"N";"Y";"N"
NULL;"PR4 5YT";"53.7262091";"-2.7807909";"Adult";"3128";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA7 7TZ";"54.2266742";"-2.7724253";"Adult";"102748";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA5 0SN";"54.1867024";"-2.8271845";"Adult";"3150";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA5 0SN";"54.1867024";"-2.8271845";"Adult";"102330";"Y";"N";"Y";"N";"N";"N";"N";"N";"N";"N"
"M";"LA11 7RA";"54.1848925";"-2.9421963";"Adult";"102097";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA3 1UN";"54.0619372";"-2.8825314";"Adult";"100095";"Y";"?";"Y";"?";"Y";"?";"Y";"?";"Y";"?"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"105215";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Adult";"102828";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA2 6BQ";"54.0839557";"-2.7861084";"Adult";"105405";"N";"N";"N";"N";"Y";"Y";"N";"N";"N";"N"
"M";"BB18 5AF";"53.9155513";"-2.1869049";"Adult";"103772";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"FY8 2HE";"53.7604711";"-3.0334622";"Adult";"101262";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA6 3PD";"54.1547151";"-2.4819162";"Adult";"3231";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;NULL;NULL;NULL;"Adult";"3266";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"3304";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA5 9HG";"54.1378168";"-2.7678132";"Adult";"102388";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"105148";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA9 7NN";"54.3148511";"-2.7328553";"Adult";"103694";"Y";"Y";"N";"N";"Y";"Y";"N";"N";"N";"N"
"F";"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"105313";"Y";"N";"N";"N";"Y";"N";"Y";"N";"Y";"Y"
"M";"LA2 9ES";"54.0461848";"-2.7098815";"Adult";"103720";"Y";"Y";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Adult";"103088";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA8 0LX";"54.2924085";"-2.6926972";"Adult";"105410";"N";"N";"N";"N";"Y";"Y";"N";"N";"N";"N"
NULL;"E7  0JF";"51.5525769";"0.028";"Adult";"104397";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"PR3 2WD";"53.8518333";"-2.6171869";"Adult";"3384";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"N";"N"
"M";"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"105172";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Adult";"3391";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR7 3HZ";"53.6430968";"-2.6320968";"Adult";"105056";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"102844";"N";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";NULL;NULL;NULL;"Adult";"102095";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"102770";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"102508";"N";"N";"N";"N";"Y";"Y";"Y";"Y";"Y";"N"
NULL;"SK8 5NH";"53.3842584";"-2.1912472";"Adult";"3436";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"LA5 9HG";"54.1378168";"-2.7678132";"Adult";"102950";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"103789";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"BD17 6JQ";"53.8511907";"-1.7605628";"Adult";"103083";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"PR2 3QZ";"53.7824";"-2.7246355";"Adult";"3485";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"PR3 1HZ";"53.9068429";"-2.7624231";"Adult";"103752";"Y";"Y";"Y";"N";"Y";"Y";"Y";"N";"Y";"N"
NULL;"PR3 1HZ";"53.9068429";"-2.7624231";"Adult";"105329";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Adult";"102148";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"3539";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102858";"Y";"N";"N";"N";"Y";"N";"Y";"N";"N";"N"
NULL;"LA3 3ES";"54.0474118";"-2.8564615";"Adult";"3545";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";"CH2 2EY";"53.2060774";"-2.8811905";"Adult";"3570";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"103780";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"3594";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"PR3 2YG";"53.8285086";"-2.591444";"Adult";"105416";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA9 4JU";"54.3252657";"-2.7521208";"Adult";"102337";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA2 7LT";"54.1065596";"-2.5083731";"Adult";"3648";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102980";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 1PS";"54.049537";"-2.7996342";"Adult";"102489";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"DL2 3HE";"54.5650131";"-1.7562969";"Adult";"3673";"N";"N";"N";"N";"Y";"Y";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102157";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"3721";"Y";"Y";"Y";"N";"N";"N";"N";"N";"N";"N"
