"branch";"author";"title";"class";"fakecode";"fakelat";"fakelong"
"36";"Baig, Edward C.";"Macs for dummies";"4.1650";"NE20 9RA";"55.0435056";"-1.7516105"
"5";"Simmons, Curt";"How to do everything with Windows Vista";"5.4460";"NE5 3EB";"54.9959224";"-1.664498"
"5";"Huss, David";"How to do everything with your scanner";"4.7600";"NE5 3EB";"54.9959224";"-1.664498"
"5";"Stephen, Moira";"Get started with computing, Windows 7 edition";"5.4460";"NE5 3EB";"54.9959224";"-1.664498"
"5";"Lojkine, Mary";"Internet in easy steps";"4.6780";"NE3 3TB";"55.0091977";"-1.6459574"
"36";"Jelen, Bill";"Microsoft Excel 2010 in depth";"5.5400";"NE12 7NB";"55.0267156";"-1.5716881"
"36";"Gosnell, Denise";"Beginning Access 2007 VBA";"5.7560";"NE4 5EQ";"54.9768148";"-1.6327259"
"36";"Kotecha, Harshad";"PCs in easy steps";"4.1600";"NE5 4DW";"55.0059111";"-1.6856611"
"36";"Spivey, Dwight";"Mac";"4.1650";"NE16 5QN";"54.9331633";"-1.6842267"
"36";"Johnson, Steve";"Brilliant Microsoft Word 2007";"5.5200";"NE7 7PL";"55.0001164";"-1.5787226"
"36";"MacRae, Kyle";"Using your computer : the beginner's guide : for";"4.1600";"NE7 7PL";"55.0001164";"-1.5787226"
"36";"Cohen, Michael E.";"IPad project book : stuff you can do with your i";"4.1670";"NE4 8AH";"54.9718675";"-1.6538079"
"36";"Schildt, Herbert";"C# 3.0 : a beginner's guide";"5.1330";"NE5 3EB";"54.9959224";"-1.664498"
"36";"Price, Anthony";"A+ for students : essentials";"4.0760";"NE5 3EB";"54.9959224";"-1.664498"
"36";"Campbell, Marc";"Brilliant HTML and CSS";"5.7200";"NE5 3EB";"54.9959224";"-1.664498"
"20";"Muir, Nancy";"Computers for seniors for dummies";"4.1600";"NE15 7UB";"54.9815404";"-1.6920202"
"20";"Muir, Nancy";"PCs just the steps for dummies";"4.1600";"NE15 7UB";"54.9815404";"-1.6920202"
"20";"Gookin, Dan";"Laptops for dummies";"4.1600";"NE15 7UB";"54.9815404";"-1.6920202"
"36";"Holden, Greg";"Microsoft Office 2010 in simple steps";"5.5000";"NE30 2ER";"55.0192488";"-1.4405572"
"36";"Schwartz, Steve";"Microsoft Office 2007 for Windows";"5.5000";"NE5 3EB";"54.9959224";"-1.664498"
"7";"Leonhard, Woody";"Windows XP all-in-one desk reference for dummies";"5.4460";"NE7 7PL";"55.0001164";"-1.5787226"
"35";"Sherman, Jackie";"Basic computer skills made simple";"4.1600";"NE6 3NP";"54.9705946";"-1.5480865"
"36";"Reeves, Bob";"Computing for the over 50s";"4.1600";"NE3 2DW";"55.0225464";"-1.6195574"
"36";"McBride, P. K.";"Brilliant computing for the over 50s";"4.1600";"NE32 4EB";"54.9581274";"-1.4797992"
"36";"McFedries, Paul";"Excel 2007 PivotTables and PivotCharts : your vi";"5.5400";"NE4 6JG";"54.9719748";"-1.6344969"
"35";"Simmons, Curt";"Windows XP headaches : how to fix common (and no";"5.4460";"NE6 4XY";"54.9836239";"-1.5508982"
"35";"O'Hara, Shelley";"Easy Microsoft Windows Vista";"5.4460";"NE6 4XY";"54.9836239";"-1.5508982"
"36";"Holden, Greg";"Using the Internet for the over 50s";"4.6780";"NE3 2SL";"55.01723";"-1.6492613"
"36";"Bride, Mac";"New CLAIT";"4.0000";"NE2 2RR";"54.9919918";"-1.6003689"
"36";"Gookin, Dan";"Laptops for dummies";"4.1600";"NE2 2RR";"54.9919918";"-1.6003689"
"2";"Taylor, Allen G.";"SQL for dummies";"5.7560";"NE3 1AR";"55.0071528";"-1.6117037"
"36";"Vander Veer, E. A.";"Facebook: The Missing Manual";"4.6780";"NE2 1NQ";"54.9828735";"-1.5974036"
"1";"Johnson, Steve";"Microsoft Windows XP";"5.4460";"NE15 7UB";"54.9815404";"-1.6920202"
"36";"Harvey, Greg";"Microsoft Office Excel 2007 for dummies";"5.5400";"NE7 7PL";"55.0001164";"-1.5787226"
"1";"Stokes, Abigail";"Is this thing on? : a late bloomer's computer ha";"4.1600";"NE5 1TU";"55.0008475";"-1.7148744"
"1";NULL;"Computing made easy for the overs 50s : Windows";"4.0840";"NE5 1TU";"55.0008475";"-1.7148744"
"1";"O'Hara, Shelley";"Absolute beginner's guide to Microsoft Windows V";"5.4460";"NE5 5QJ";"54.9965379";"-1.6989545"
"1";"Ballew, Joli";"Brilliant Microsoft Windows Vista for the over 5";"5.4460";"NE5 5QJ";"54.9965379";"-1.6989545"
"1";"Walkenbach, John";"Excel 2007 bible";"5.5400";"NE5 1TU";"55.0008475";"-1.7148744"
"23";"Reynolds, Deanna";"Brilliant Microsoft Word 2007 : pocket book";"5.5200";"NE4 5EQ";"54.9768148";"-1.6327259"
"23";"Price, Sue";"Computing for seniors in easy steps";"4.0840";"NE4 5EQ";"54.9768148";"-1.6327259"
"2";"Gatenby, James";"Windows 7 for the older generation";"5.4460";"NE3 2SL";"55.01723";"-1.6492613"
"2";"Edney, Andrew";"PowerPoint 2007 in easy steps";"5.5800";"NE3 2SL";"55.01723";"-1.6492613"
"2";"Buckley, Peter";"Rough guide to the iPad";"4.1670";"NE3 4XN";"55.0029962";"-1.6345623"
"2";"Spivey, Dwight";"Mac";"4.1650";"NE3 4XN";"55.0029962";"-1.6345623"
"36";"Glenwright, Jerry";"Brilliant Mac basics";"4.1650";"NE25 9YE";"55.0426026";"-1.4785197"
"36";"Lawton, Rod";"Get started on your Mac";"4.1650";"NE25 9YE";"55.0426026";"-1.4785197"
"36";"Johnson, Steve";"Brilliant Microsoft Office 2007";"5.5000";"NE3 2SL";"55.01723";"-1.6492613"
"2";"Ballew, Joli";"Laptop basics";"4.1600";"NE3 4XN";"55.0029962";"-1.6345623"
"2";"Muir, Nancy";"Computers for seniors for dummies";"4.1600";"NE3 1AR";"55.0071528";"-1.6117037"
"36";"Frye, Curtis";"Microsoft Office Excel 2007 step by step";"5.5400";"NE15 9ED";"54.9955085";"-1.7503107"
"36";"Unsworth, Andrew";"Access 2007 : in easy steps";"5.7560";"NE15 9ED";"54.9955085";"-1.7503107"
"36";"Bride, Mac";"Get started in Windows 7";"5.4460";"NE3 4XN";"55.0029962";"-1.6345623"
"36";"Perry, Gail";"Excel 2007 macros made easy";"5.5400";"NE11 9BL";"54.9516618";"-1.6453787"
"2";"Holden, Greg";"Microsoft Office 2010 in simple steps";"5.5000";"NE3 1AR";"55.0071528";"-1.6117037"
"2";"Ballew, Joli";"Laptop basics : Microsoft Windows 7 version";"5.4460";"NE3 1AR";"55.0071528";"-1.6117037"
"2";"Johnson, Steve";"Brilliant Microsoft Windows 7";"5.4460";"NE3 1AR";"55.0071528";"-1.6117037"
"2";"Ballew, Joli";"Microsoft Windows 7 for the over 50s : in simple";"5.4460";"NE3 1AR";"55.0071528";"-1.6117037"
"36";"Harvey, Greg";"Manage your life with Outlook for dummies";"5.5700";"NE15 0JA";"54.9987079";"-1.8160337"
"2";"Baig, Edward C.";"Macs for dummies";"4.1650";"NE3 3TB";"55.0091977";"-1.6459574"
"2";"Pogue, David";"Switching to the Mac : the missing manual";"5.4460";"NE3 3TB";"55.0091977";"-1.6459574"
"2";"Warner, Janine";"50 fast Dreamweaver MX techniques (includes 1 CD";"5.7200";"NE3 3TB";"55.0091977";"-1.6459574"
"2";"Glenwright, Jerry";"Brilliant Mac basics";"4.1650";"NE3 3TB";"55.0091977";"-1.6459574"
"2";"Lee, Lisa";"Easy Mac computer basics";"4.1650";"NE3 3TB";"55.0091977";"-1.6459574"
"2";"Pogue, David";"Windows Vista for starters : the missing manual";"5.4460";"NE3 2SL";"55.01723";"-1.6492613"
"2";"Ballew, Joli";"Brilliant Microsoft Windows Vista for the over 5";"5.4460";"NE3 2SL";"55.01723";"-1.6492613"
"2";"Beattie, Rob";"Computer book : Windows Vista edition";"4.1600";"NE3 2SL";"55.01723";"-1.6492613"
"38";"CiA Training Ltd";"ECDL syllabus 4 and 4.5 module 4 : spreadsheets";"5.3690";"NE3 2SL";"55.01723";"-1.6492613"
"38";"Langer, Maria";"Creating spreadsheets and charts in Microsoft Ex";"5.5400";"NE3 2SL";"55.01723";"-1.6492613"
"38";"Bruzzese, J. Peter";"Brilliant Microsoft Windows Vista tips & tricks";"5.4460";"NE3 2SL";"55.01723";"-1.6492613"
"38";"Tidrow, Rob";"Wireless networking";"4.6800";"NE3 2SL";"55.01723";"-1.6492613"
"38";"Price, Michael";"Excel 2007 : in easy steps";"5.5400";"NE3 2SL";"55.01723";"-1.6492613"
"38";"Basham, Scott";"Word 2007 in easy steps";"5.5200";"NE3 2SL";"55.01723";"-1.6492613"
"2";"Huss, David";"How to do everything with your scanner";"4.7600";"NE3 4XN";"55.0029962";"-1.6345623"
"36";NULL;"ECDL/ICDL 3.0 made simple";"4.1600";"NE26 1QE";"55.0491508";"-1.4519603"
"36";"Sargent, Brian";"Information and communication technology for GCS";"4.0000";"NE26 1QE";"55.0491508";"-1.4519603"
"36";"Ballew, Joli";"Mac computing for the over 50s";"4.1650";"NE25 9YE";"55.0426026";"-1.4785197"
"36";"Spivey, Dwight";"Mac";"4.1650";"NE25 9YE";"55.0426026";"-1.4785197"
"36";"Chambers, Mark L.";"Macs for seniors for dummies";"4.1650";"NE4 9EP";"54.9821682";"-1.6541318"
"36";"Underdahl, Keith";"Mac OS X Snow Leopard just the steps for dummies";"5.4460";"NE4 9EP";"54.9821682";"-1.6541318"
"2";"Rackley, Steve";"Networking";"4.6000";"NE3 2SL";"55.01723";"-1.6492613"
"2";"Johnson, Steve";"Brilliant Microsoft Access 2007";"5.7560";"NE3 2SL";"55.01723";"-1.6492613"
"20";"Walkenbach, John";"John Walkenbach's favorite Excel 2010 tips & tri";"5.5400";"NE5 2SY";"54.9899786";"-1.6833345"
"6";"Ray, Deborah S.";"Unix";"5.4320";"NE6 3NP";"54.9705946";"-1.5480865"
"35";"Etheridge, Denise";"Microsoft Office Excel 2007";"5.5400";"NE6 3NP";"54.9705946";"-1.5480865"
"35";"Price, Michael";"Excel 2007 : in easy steps";"5.5400";"NE6 3NP";"54.9705946";"-1.5480865"
"36";NULL;"ECDL/ICDL 3.0 made simple";"4.1600";"NE3 2SL";"55.01723";"-1.6492613"
"36";"Dyer, Russell J.T.";"MySQL in a nutshell";"5.7580";"NE4 6JG";"54.9719748";"-1.6344969"
"36";"Aldridge, Emma";"How to be a silver surfer : a beginner's guide t";"4.6780";"NE3 2SL";"55.01723";"-1.6492613"
"36";"Lojkine, Mary";"Internet in easy steps";"4.6780";"NE3 2SL";"55.01723";"-1.6492613"
"5";"Bessant, Angela";"Learning to pass ECDL for Office 2000";"4.1600";"NE3 4XN";"55.0029962";"-1.6345623"
"35";"Holden, Greg";"Brilliant home networking for the over 50s";"4.6800";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"Alexander, Michael";"Excel 2007 Dashboards & Reports For Dummies";"5.5400";"YO31 8RD";"53.9665873";"-1.0730582"
"36";"Ledford, Jerri L.";"Brilliant Microsoft Office 2007 pocket book";"5.5000";"YO31 8RD";"53.9665873";"-1.0730582"
"36";"Johnson, Steve";"Brilliant Microsoft Excel 2010";"5.5400";"NE4 5EQ";"54.9768148";"-1.6327259"
"36";"Frye, Curtis";"Microsoft Office Excel 2007 : plain and simple";"5.5400";"NE4 5EQ";"54.9768148";"-1.6327259"
"36";"Bailey, Martin";"Learn to use a PC in 90 minutes";"4.1600";"NE48 4BD";"55.0687111";"-2.1234"
"36";"Boucher, Caroline";"How to do just about anything on a computer";"4.1600";"NE48 4BD";"55.0687111";"-2.1234"
"36";"Ullman, Larry";"PHP for the Web";"5.7200";"DH9 8TU";"54.8659752";"-1.7352479"
"36";"Fehily, Chris";"SQL";"5.7560";"DH9 8TU";"54.8659752";"-1.7352479"
"36";"Stokes, Abigail";"Is this thing on? : a late bloomer's computer ha";"4.1600";"NE40 3HQ";"54.9729198";"-1.7608523"
"3";"Miller, Michael";"Easy computer basics";"4.1600";"NE4 9EP";"54.9821682";"-1.6541318"
"35";"Kotecha, Harshad";"Windows 7 in easy steps";"5.4460";"NE6 3NP";"54.9705946";"-1.5480865"
"9";"Price, Michael";"Internet for seniors in easy steps";"4.6780";"NE5 2SY";"54.9899786";"-1.6833345"
"36";"Fernandez, Dan";"Coding4Fun";"5.1000";"NE4 9EP";"54.9821682";"-1.6541318"
"2";"Zdziarski, Jonathan A.";"IPhone SDK application development";"5.2600";"NE3 2SL";"55.01723";"-1.6492613"
"2";"Alder, Michael";"How to cheat at configuring Open Source security";"5.8000";"NE3 2SL";"55.01723";"-1.6492613"
"36";"Schildt, Herbert";"C# 3.0 : a beginner's guide";"5.1330";"NE37 1AR";"54.9107406";"-1.5373556"
"1";"Levine, John R.";"Windows Vista : the complete reference";"5.4460";NULL;NULL;NULL
"36";"Lerdorf, Rasmus";"Programming PHP";"5.2762";"NE8 4NP";"54.9511256";"-1.6065377"
"36";"Stephens, Ryan K.";"Sams teach yourself SQL in 24 hours";"5.7580";"NE8 4NP";"54.9511256";"-1.6065377"
"4";"Johnson, Steve";"Brilliant Microsoft Access 2007";"5.7560";"NE2 3LD";"54.9957568";"-1.6083423"
"2";"Clarke, Alan";"ICT skill for life";"4.0000";"NE3 1AR";"55.0071528";"-1.6117037"
"9";"Sherman, Jackie";"Basic computer skills made simple";"4.1600";"NE15 6NF";"54.974351";"-1.6753841"
"9";"Stokes, Abigail";"Is this thing on? : a late bloomer's computer ha";"4.1600";"NE15 6NF";"54.974351";"-1.6753841"
"36";"Stephens, Ryan K.";"Sams teach yourself SQL in 24 hours";"5.7580";"NE4 5EQ";"54.9768148";"-1.6327259"
"36";"Noelle, Robin";"MacBook";"4.1650";"NE4 5EQ";"54.9768148";"-1.6327259"
"36";"Stephen, Moira";"Teach Yourself Excel 2007";"5.5400";"NE4 5EQ";"54.9768148";"-1.6327259"
"36";"Stephen, Moira";"Teach Yourself Access 2007";"5.7560";"NE4 5EQ";"54.9768148";"-1.6327259"
"35";"Holden, Greg";"Microsoft Excel 2010";"5.5400";"NE6 4XY";"54.9836239";"-1.5508982"
"20";"McFedries, Paul";"Brilliant VBA for Microsoft Office2007";"5.5000";"NE5 2SY";"54.9899786";"-1.6833345"
"9";"Ballew, Joli";"Computer basics in simple steps";"4.1600";"NE15 6NF";"54.974351";"-1.6753841"
"36";"Simmons, Curt";"How to do everything with Windows Vista";"5.4460";"NE4 6JG";"54.9719748";"-1.6344969"
"2";"Hall, Bill";"Complete beginner's guide to using email for the";"4.6920";"NE22 6HB";"55.1327376";"-1.6096028"
"2";"Kinkoph, Sherry";"Make the most of your Windows PC";"4.0000";"NE22 6HB";"55.1327376";"-1.6096028"
"2";"Gatenby, James";"Internet for the older generation";"4.6780";"NE22 6HB";"55.1327376";"-1.6096028"
"35";NULL;"Laptops and mobile devices made easy";"4.1600";"NE6 1PL";"54.9755154";"-1.5809154"
"4";"Muir, Nancy";"Microsoft Office PowerPoint 2007 : plain and sim";"5.5800";"NE4 6JG";"54.9719748";"-1.6344969"
"4";"Bride, Mac";"New CLAIT";"4.0000";"NE4 6JG";"54.9719748";"-1.6344969"
"4";"Mansfield, Richard";"Visual Basic .NET all-in-one desk reference for";"5.1330";"NE4 6JG";"54.9719748";"-1.6344969"
"36";"Muir, Nancy";"Laptops for seniors for dummies";"4.1600";"NE4 8AH";"54.9718675";"-1.6538079"
"36";"Kotecha, Harshad";"Windows 7 in easy steps";"5.4460";"NE4 6JG";"54.9719748";"-1.6344969"
"35";"Price, Sue";"New CLAIT in easy steps";"4.0000";"NE6 1PL";"54.9755154";"-1.5809154"
"35";"Gookin, Dan";"Laptops for dummies";"4.1600";"NE6 1PL";"54.9755154";"-1.5809154"
"36";"Kraynak, Joe";"Complete idiot's guide to computer basics";"4.1600";"NE6 1PL";"54.9755154";"-1.5809154"
"12";"Rathbone, Andy";"Windows Vista for dummies";"5.4460";"NE5 1TU";"55.0008475";"-1.7148744"
"5";"Ballew, Joli";"Brilliant laptops for the over 50s";"4.1600";"NE5 3EB";"54.9959224";"-1.664498"
"5";"Kraynak, Joe";"Complete idiot's guide to computer basics";"4.1600";"NE5 3EB";"54.9959224";"-1.664498"
"36";"Noelle, Robin";"Microsoft Word 2010";"5.5200";"NE24 3TF";"55.1163787";"-1.5098128"
"36";"Cronan, John";"Microsoft Office Excel 2010";"5.5400";"NE24 3TF";"55.1163787";"-1.5098128"
"36";"Gatenby, James";"Windows 7 for the older generation";"5.4460";"NE24 3TF";"55.1163787";"-1.5098128"
"36";"McFedries, Paul";"Simply Windows 7";"5.4460";"NE8 2NA";"54.9575854";"-1.6196341"
"36";"Ballew, Joli";"Brilliant laptops for the over 50s";"4.1600";"NE8 2NA";"54.9575854";"-1.6196341"
"36";"Gatenby, James";"Introduction to the Internet for the older gener";"4.6780";"NE8 2NA";"54.9575854";"-1.6196341"
"36";"Reeves, Bob";"Easy computing for the over 50s";"4.0840";"NE8 2NA";"54.9575854";"-1.6196341"
"4";"Buckley, Peter";"Rough guide to Macs & OS X";"4.1650";"NE2 2RR";"54.9919918";"-1.6003689"
"36";"CiA Training Ltd";"ECDL syllabus 4.5 module 1 : concepts of informa";"5.3690";"NE2 1NQ";"54.9828735";"-1.5974036"
"36";"CiA Training Ltd";"ECDL syllabus 4 and 4.5 module 5 : database usin";"5.3690";"NE2 1NQ";"54.9828735";"-1.5974036"
"36";"CiA Training Ltd";"ECDL syllabus 4 and 4.5 module 6 : presentation";"5.3690";"NE2 1NQ";"54.9828735";"-1.5974036"
"36";"CiA Training Ltd";"ECDL syllabus 4 and 4.5 module 7 : information a";"5.3690";"NE2 1NQ";"54.9828735";"-1.5974036"
"36";"CiA Training Ltd";"BCS level 2 using IT - Certificate for IT users";"5.3690";"NE2 1NQ";"54.9828735";"-1.5974036"
"36";"Clarke, Alan";"CLAIT Plus. Student workbook : IT user qualifica";"4.0760";"NE4 7RU";"54.9661468";"-1.6362294"
"36";"Johnson, Steve";"Brilliant Microsoft PowerPoint 2010";"5.5800";"NE4 6JG";"54.9719748";"-1.6344969"
"35";"Stephen, Moira";"Get started with computing, Windows 7 edition";"5.4460";"NE6 4XY";"54.9836239";"-1.5508982"
"36";"O'Hara, Shelley";"Easy Microsoft Windows Vista";"5.4460";"NE3 4XN";"55.0029962";"-1.6345623"
"36";"Geier, Eric";"Home networking all-in-one desk reference for du";"4.6800";"NE10 9EF";"54.9469907";"-1.5684346"
"36";"Walberg, Sean";"Wireless all in one for dummies";"4.6000";"NE10 9EF";"54.9469907";"-1.5684346"
"36";"Penfold, R. A.";"Troubleshooting Windows 7";"5.4460";"NE10 9EF";"54.9469907";"-1.5684346"
"36";"Gookin, Dan";"Word 2007 for dummies";"5.5200";"DH3 2LY";"54.8870465";"-1.5687267"
"36";"Langfield, S.";"AQA AS computing student's book";"4.0000";"NE10 8XJ";"54.943604";"-1.540505"
"2";"Perry, Gail";"Excel 2007 macros made easy";"5.5400";"NE3 2SL";"55.01723";"-1.6492613"
"36";"Petkovic, Dusan";"Microsoft SQL Server 2008 : a beginner's guide";"5.7580";"NE29 8DA";"55.0211042";"-1.4784219"
"3";"Ledford, Jerri L.";"Brilliant Microsoft Office 2007 pocket book";"5.5000";"NE4 9EP";"54.9821682";"-1.6541318"
"3";"Gookin, Dan";"PCs for dummies";"4.1600";"NE4 9EP";"54.9821682";"-1.6541318"
"36";"Buckley, Peter";"Rough guide to the Internet";"4.6780";"NE6 1PL";"54.9755154";"-1.5809154"
"36";"Clymo, Rob";"Brilliant create your own website";"5.7200";"NE7 7PL";"55.0001164";"-1.5787226"
"36";"Leonhard, Woody";"Windows 7 all-in-one for dummies";"5.4460";"NE6 4XY";"54.9836239";"-1.5508982"
"36";"Casad, Joe";"Sams teach yourself TCP/IP in 24 hours";"4.6200";"NE6 3NP";"54.9705946";"-1.5480865"
"36";"McFedries, Paul";"Teach yourself visually Macs";"4.1650";"NE11 0QP";"54.9282599";"-1.6214009"
"36";"Silverman, Dwight";"Switching to a Mac - no problem!";"4.1650";"NE11 0QP";"54.9282599";"-1.6214009"
"36";"Matthews, Martin S.";"Microsoft Office Outlook 2007";"5.3760";"NE11 0QP";"54.9282599";"-1.6214009"
"36";"Johnson, Steve";"Brilliant Microsoft PowerPoint 2007";"5.5800";"NE11 0QP";"54.9282599";"-1.6214009"
"36";"Beattie, Rob";"Office 2007 handbook";"5.5000";"NE11 0QP";"54.9282599";"-1.6214009"
"36";"Kinkoph, Sherry";"Microsoft Office 2008 for Mac bible";"5.5000";"NE8 1NL";"54.9583091";"-1.6057576"
"1";"Campbell, Marc";"Brilliant HTML and CSS";"5.7200";"NE3 2DW";"55.0225464";"-1.6195574"
"1";"McGrath, Mike";"HTML in easy steps";"5.7200";"NE3 2DW";"55.0225464";"-1.6195574"
"2";"Bott, Ed";"Microsoft Office 2007 in depth";"5.5000";"NE3 2DW";"55.0225464";"-1.6195574"
"11";"Jacobs, Kathy";"Excel 2007 charts made easy";"5.5400";"NE15 7UB";"54.9815404";"-1.6920202"
"11";"Babaian, Ani";"IT girl's guide to becoming an Excel diva";"5.5400";"NE15 7UB";"54.9815404";"-1.6920202"
"1";"Johnson, Steve";"Brilliant Microsoft Excel 2010";"5.5400";"NE5 1TU";"55.0008475";"-1.7148744"
"1";"Bott, Ed";"Microsoft Office 2007 in depth";"5.5000";"NE5 1TU";"55.0008475";"-1.7148744"
"36";"Sandler, Corey";"Laptops all-in-one desk reference for dummies";"4.1600";"NE5 4DW";"55.0059111";"-1.6856611"
"36";"Dorman, Scott";"Sams teach yourself Visual C 2010 in 24 hours :";"5.1180";"DH6 1PT";"54.7784526";"-1.4851895"
"36";"Wilmshurst, Tim";"Designing embedded systems with PIC microcontrol";"4.1600";"DH6 1PT";"54.7784526";"-1.4851895"
"36";"Daswani, Neil";"Foundations of Security : What Every Programmer";"5.8210";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"Ballew, Joli";"Laptop basics : Microsoft Windows 7 version";"5.4460";"NE4 5EQ";"54.9768148";"-1.6327259"
"36";"Sempf, Bill";"Visual Basic 2008 for dummies";"5.2620";"NE3 4XN";"55.0029962";"-1.6345623"
"36";"Armstrong, Jo";"Programming Erlang : software for a concurrent w";"5.1330";"NE3 2SL";"55.01723";"-1.6492613"
"36";NULL;"Laptops and mobile devices made easy";"4.1600";"NE4 9EP";"54.9821682";"-1.6541318"
"36";"Anderson, Karen";"BTEC level 3 national IT";"4.0000";"NE4 5EQ";"54.9768148";"-1.6327259"
"1";"Simmons, Curt";"CNET do-it-yourself Windows Vista projects : 24";"5.4460";"NE5 5QJ";"54.9965379";"-1.6989545"
"1";"Karp, David A.";"Windows Vista annoyances for geeks";"5.4460";"NE5 5QJ";"54.9965379";"-1.6989545"
"1";"Gookin, Dan";"Find gold in Windows Vista";"5.4460";"NE5 5QJ";"54.9965379";"-1.6989545"
"1";"Shoup, Kate";"Office 2007";"5.5000";"NE5 5QJ";"54.9965379";"-1.6989545"
"2";"O'Hara, Shelley";"Easy Microsoft Windows Vista";"5.4460";"NE3 3TB";"55.0091977";"-1.6459574"
"2";"Bluttman, Ken";"Brilliant Javascript";"5.2760";"NE3 4XN";"55.0029962";"-1.6345623"
"35";"Meloni, Julie C.";"Sams teach yourself PHP, MySQL and Apache all in";"5.7200";"NE6 4XY";"54.9836239";"-1.5508982"
"36";"Robbins, Arnold";"UNIX in a nutshell : a desktop quick reference f";"5.4320";"NE2 1NQ";"54.9828735";"-1.5974036"
"4";"Langer, Maria";"Microsoft Office Excel 2007 for Windows";"5.5400";"NE3 2DW";"55.0225464";"-1.6195574"
"4";"Schwartz, Steve";"Microsoft Office 2007 for Windows";"5.5000";"NE3 2DW";"55.0225464";"-1.6195574"
"12";"Clymo, Rob";"Brilliant create your own website";"5.7200";"NE15 8UQ";"54.9833921";"-1.7225947"
"36";NULL;"Using your PC made easy : Office 2010 and more";"4.1600";"NE49 0HN";"54.9599424";"-2.4596835"
"36";"Perry, Greg";"Sams teach yourself Microsoft Office 2007 : all";"5.5000";"NE3 2SL";"55.01723";"-1.6492613"
"36";"Bride, Mac";"New CLAIT";"4.0000";"NE3 2SL";"55.01723";"-1.6492613"
"36";"Holden, Greg";"Microsoft Excel 2010";"5.5400";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"Steinberg, Daniel H.";"IPad programming : a quick-start guide for iPhon";"5.2760";NULL;NULL;NULL
"36";"Goldstein, Neal";"IPhone application development all-in-one for du";"5.2650";NULL;NULL;NULL
"36";"McDonald, Connor";"Mastering oracle PL/SQL : Practical solutions";"5.7565";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"Powers, Shelley";"Learning JavaScript";"5.2762";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"Hughes, Jeffrey F.";"IPhone & iPad apps";"5.3600";"NE4 6JG";"54.9719748";"-1.6344969"
"5";"Karlins, David";"Build your own Web site";"5.7200";"NE36 0RX";"54.9460813";"-1.4398325"
"5";"Itzkovitch, Avi";"Web sites : a step-by-step guide";"5.7200";"NE36 0RX";"54.9460813";"-1.4398325"
"36";"White, Ron";"How computers work";"4.0000";"NE13 7BA";"55.0470845";"-1.6490493"
"36";"McFedries, Paul";"Internet simplified";"4.6780";"NE10 0YQ";"54.9557589";"-1.5549643"
"36";"Muir, Nancy";"Teach yourself visually laptops";"4.1600";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"Holden, Greg";"Laptop basics for the over 50s in simple steps";"4.1600";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"Ballew, Joli";"Netbook basics in simple steps";"4.1650";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"Clarke, Alan";"New CLAIT level one IT user qualification : stud";"4.0760";"NE7 7PL";"55.0001164";"-1.5787226"
"36";"Clarke, Alan";"CLAIT Plus. Student workbook : IT user qualifica";"4.0760";"NE7 7PL";"55.0001164";"-1.5787226"
"9";"Niederst, Jennifer";"Learning Web design : a beginner's guide to HTML";"5.7200";"NE4 6JG";"54.9719748";"-1.6344969"
"9";"McGrath, Mike";"XHTML";"5.7200";"NE4 6JG";"54.9719748";"-1.6344969"
"24";"Gatenby, James";"Introduction to the Internet for the older gener";"4.6780";"NE13 9BJ";"55.02732";"-1.65036"
"36";"Vick, Paul";"Visual Basic .NET programming language";"5.1330";"NE1 3JA";"54.9692623";"-1.6090492"
"1";"Moran, James";"Complete idiot's guide to ECDL";"5.3690";"NE5 1TU";"55.0008475";"-1.7148744"
"2";"Austin, Brian";"Web Page design in easy steps";"5.7200";"NE3 2SL";"55.01723";"-1.6492613"
"36";"Welling, Luke";"PHP and MYSQL web development";"5.7200";"NE37 1AR";"54.9107406";"-1.5373556"
