"branch";"branchname";"registered";"fakecode";"fakelat";"fakelong"
"36";"CITY";"40927.57751157408";"NE4 8AH";"54.9718675";"-1.6538079"
"36";"CITY";"40927.58525462963";"DL14 6HX";"54.6521654";"-1.6781103"
"36";"CITY";"40927.59290509259";"NE66 2AB";"55.4055116";"-1.7142829"
"35";"EAST END";"40927.59574074074";"NE28 8DW";"54.9977822";"-1.5415842"
"1";"OUTER WEST LIBRARY";"40927.5984375";NULL;NULL;NULL
"3";"FENHAM";"40927.59861111111";"NE15 8UQ";"54.9833921";"-1.7225947"
"4";"JESMOND";"40927.60186342592";"NE2 2RR";"54.9919918";"-1.6003689"
"4";"JESMOND";"40927.60633101852";NULL;NULL;NULL
"36";"CITY";"40927.60873842592";"NE4 9EP";"54.9821682";"-1.6541318"
"9";"WEST END";"40927.61236111111";"NE4 5EQ";"54.9768148";"-1.6327259"
"12";"NEWBURN";"40927.61376157407";"NE15 8UQ";"54.9833921";"-1.7225947"
"23";"MOORSIDE";"40927.61539351852";"NE4 5EQ";"54.9768148";"-1.6327259"
"5";"KENTON";"40927.6187037037";"NE3 4XN";"55.0029962";"-1.6345623"
"9";"WEST END";"40927.62450231481";"NE4 5EQ";"54.9768148";"-1.6327259"
"36";"CITY";"40927.62454861111";"NE2 2RR";"54.9919918";"-1.6003689"
"36";"CITY";"40927.62913194444";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"CITY";"40927.64421296296";"NE12 8JB";"55.0150567";"-1.5827328"
"36";"CITY";"40927.65145833333";NULL;NULL;NULL
"12";"NEWBURN";"40927.65471064814";"NE40 3HQ";"54.9729198";"-1.7608523"
"36";"CITY";"40927.65884259259";"NE30 3BA";"55.030733";"-1.4436492"
"36";"CITY";"40927.664375";"NE2 2RR";"54.9919918";"-1.6003689"
"35";"EAST END";"40927.666875";"NE2 1NQ";"54.9828735";"-1.5974036"
"14";"CRUDDAS PARK";"40927.67431712963";"NE4 7RU";"54.9661468";"-1.6362294"
"9";"WEST END";"40927.68466435185";"NE4 9EP";"54.9821682";"-1.6541318"
"36";"CITY";"40927.6931712963";"NE45 5JL";"54.977522";"-2.0141209"
"4";"JESMOND";"40927.69638888889";"NE2 3LD";"54.9957568";"-1.6083423"
"36";"CITY";"40927.6999074074";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"CITY";"40927.71451388889";"NE38 0HE";"54.8964966";"-1.5433893"
"36";"CITY";"40927.72107638889";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"CITY";"40927.72109953704";"NE1 6PY";"54.9742805";"-1.5994268"
"4";"JESMOND";"40927.72133101852";"NE2 3LD";"54.9957568";"-1.6083423"
"36";"CITY";"40927.72149305556";"NE2 1NQ";"54.9828735";"-1.5974036"
"11";"NEWBIGGIN HALL";"40927.723125";NULL;NULL;NULL
"36";"CITY";"40927.72461805555";"NE1 6NA";"54.973697";"-1.6082576"
"36";"CITY";"40927.72791666666";"NE43 7NT";"54.9490818";"-1.9048409"
"36";"CITY";"40927.72967592593";"NE4 6JG";"54.9719748";"-1.6344969"
"36";"CITY";"40927.73127314815";"NE4 6JG";"54.9719748";"-1.6344969"
"36";"CITY";"40927.7331712963";"NE4 6JG";"54.9719748";"-1.6344969"
"36";"CITY";"40927.7349537037";"NE4 6JG";"54.9719748";"-1.6344969"
"36";"CITY";"40927.73690972223";"NE3 1AR";"55.0071528";"-1.6117037"
"36";"CITY";"40927.74353009259";"NE3 1AR";"55.0071528";"-1.6117037"
"36";"CITY";"40927.7454050926";"NE28 8DW";"54.9977822";"-1.5415842"
"9";"WEST END";"40927.75381944444";"NE4 9EP";"54.9821682";"-1.6541318"
"7";"HIGH HEATON";"40927.75517361111";"NE7 7PL";"55.0001164";"-1.5787226"
"7";"HIGH HEATON";"40927.75732638889";"NE7 7PL";"55.0001164";"-1.5787226"
"9";"WEST END";"40927.76321759259";"NE4 9EP";"54.9821682";"-1.6541318"
"4";"JESMOND";"40927.76431712963";"EH6 4PW";"55.9774615";"-3.1886624"
"9";"WEST END";"40927.78199074074";"NE4 8AH";"54.9718675";"-1.6538079"
"35";"EAST END";"40927.81513888889";"NE23 7RA";"55.0605529";"-1.5753843"
"36";"CITY";"40927.82380787037";"DH8 5NB";"54.8566517";"-1.8343632"
"36";"CITY";"40928.37641203704";"NN8 5YW";"52.312015";"-0.710782"
"36";"CITY";"40928.39494212963";"NE5 5QJ";"54.9965379";"-1.6989545"
"36";"CITY";"40928.41111111111";"NE10 0YQ";"54.9557589";"-1.5549643"
"1";"OUTER WEST LIBRARY";"40928.41157407407";"NE5 2SY";"54.9899786";"-1.6833345"
"1";"OUTER WEST LIBRARY";"40928.41890046297";"NE15 0JA";"54.9987079";"-1.8160337"
"1";"OUTER WEST LIBRARY";"40928.41903935185";"NE15 9ED";"54.9955085";"-1.7503107"
"36";"CITY";"40928.42416666666";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"CITY";"40928.43228009259";"NE2 3LD";"54.9957568";"-1.6083423"
"36";"CITY";"40928.43364583333";"NE40 4QR";"54.9614961";"-1.7826395"
"36";"CITY";"40928.43978009259";"NE10 0YQ";"54.9557589";"-1.5549643"
"36";"CITY";"40928.44453703704";"NE30 2ER";"55.0192488";"-1.4405572"
"36";"CITY";"40928.44537037037";"NE38 0HE";"54.8964966";"-1.5433893"
"3";"FENHAM";"40928.46760416667";"NE4 9EP";"54.9821682";"-1.6541318"
"36";"CITY";"40928.46979166667";"NE3 4XN";"55.0029962";"-1.6345623"
"36";"CITY";"40928.47123842593";"NE5 2SY";"54.9899786";"-1.6833345"
"36";"CITY";"40928.48189814815";"NE23 7RA";"55.0605529";"-1.5753843"
"36";"CITY";"40928.48396990741";"DH8 5NB";"54.8566517";"-1.8343632"
"36";"CITY";"40928.48648148148";"NE8 4NP";"54.9511256";"-1.6065377"
"6";"WALKER";"40928.49637731481";"NE6 4XY";"54.9836239";"-1.5508982"
"9";"WEST END";"40928.49944444445";"NE4 7RU";"54.9661468";"-1.6362294"
"36";"CITY";"40928.50498842593";"NE29 9HG";"55.0219621";"-1.4572652"
"36";"CITY";"40928.50841435185";"NE2 1NQ";"54.9828735";"-1.5974036"
"9";"WEST END";"40928.51059027778";"NE5 2SY";"54.9899786";"-1.6833345"
"3";"FENHAM";"40928.51318287037";"NE4 9EP";"54.9821682";"-1.6541318"
"36";"CITY";"40928.51797453704";"NE25 9YE";"55.0426026";"-1.4785197"
"35";"EAST END";"40928.52184027778";"NE6 4XY";"54.9836239";"-1.5508982"
"4";"JESMOND";"40928.52640046296";NULL;NULL;NULL
"36";"CITY";"40928.52646990741";"DH9 0UE";"54.8765078";"-1.6807202"
"36";"CITY";"40928.52768518519";"DH9 0UE";"54.8765078";"-1.6807202"
"6";"WALKER";"40928.53287037037";"NE6 3NP";"54.9705946";"-1.5480865"
"3";"FENHAM";"40928.53633101852";"NE4 9EP";"54.9821682";"-1.6541318"
"36";"CITY";"40928.55876157407";"NE6 4XY";"54.9836239";"-1.5508982"
"4";"JESMOND";"40928.56056712963";"NE2 4AB";"54.9839327";"-1.620875"
"35";"EAST END";"40928.56549768519";"NE3 1AR";"55.0071528";"-1.6117037"
"36";"CITY";"40928.56847222222";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"CITY";"40928.56957175926";"NE30 2ER";"55.0192488";"-1.4405572"
"36";"CITY";"40928.57040509259";"NE30 2ER";"55.0192488";"-1.4405572"
"20";"DENTON BURN";"40928.57252314815";"NE5 2SY";"54.9899786";"-1.6833345"
"2";"GOSFORTH";"40928.57399305556";"NE3 1AR";"55.0071528";"-1.6117037"
"9";"WEST END";"40928.58322916667";"NE4 8AH";"54.9718675";"-1.6538079"
"13";"BLAKELAW";"40928.58988425926";"NE5 3EB";"54.9959224";"-1.664498"
"13";"BLAKELAW";"40928.5909837963";"NE5 3EB";"54.9959224";"-1.664498"
"13";"BLAKELAW";"40928.59726851852";"NE5 3EB";"54.9959224";"-1.664498"
"35";"EAST END";"40928.59962962963";"NE11 9BL";"54.9516618";"-1.6453787"
"9";"WEST END";"40928.60194444445";"NE15 6NF";"54.974351";"-1.6753841"
"2";"GOSFORTH";"40928.6021412037";"NE5 2SY";"54.9899786";"-1.6833345"
"9";"WEST END";"40928.61178240741";"NE9 5UN";"54.9421911";"-1.5926667"
"36";"CITY";"40928.62173611111";"NE3 1AR";"55.0071528";"-1.6117037"
"9";"WEST END";"40928.62202546297";"NE4 8AH";"54.9718675";"-1.6538079"
"36";"CITY";"40928.6278587963";"NE4 5EQ";"54.9768148";"-1.6327259"
"36";"CITY";"40928.628125";"NE4 5EQ";"54.9768148";"-1.6327259"
"36";"CITY";"40928.62881944444";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"CITY";"40928.63699074074";"NE7 7PL";"55.0001164";"-1.5787226"
"36";"CITY";"40928.6441550926";"B16 0ES";"52.4829122";"-1.9415743"
"9";"WEST END";"40928.65601851852";"NE4 6JG";"54.9719748";"-1.6344969"
"36";"CITY";"40928.6574537037";"NE26 3ST";"55.048641";"-1.4594295"
"2";"GOSFORTH";"40928.66142361111";"NE13 9BJ";"55.02732";"-1.65036"
"2";"GOSFORTH";"40928.66263888889";"NE13 9BJ";"55.02732";"-1.65036"
"2";"GOSFORTH";"40928.66391203704";"NE13 9BJ";"55.02732";"-1.65036"
"4";"JESMOND";"40928.66539351852";"NE2 2RR";"54.9919918";"-1.6003689"
"19";"DINNINGTON";"40928.66673611111";"NE13 7BA";"55.0470845";"-1.6490493"
"36";"CITY";"40928.673125";"NE28 9BN";"55.0098636";"-1.5216174"
"36";"CITY";"40928.67491898148";NULL;NULL;NULL
"36";"CITY";"40928.68207175926";"NE2 1NQ";"54.9828735";"-1.5974036"
"36";"CITY";"40928.6837962963";"NE2 1NQ";"54.9828735";"-1.5974036"
"35";"EAST END";"40928.69881944444";"NE6 1PL";"54.9755154";"-1.5809154"
"7";"HIGH HEATON";"40928.70381944445";"NE36 0RX";"54.9460813";"-1.4398325"
"36";"CITY";"40929.38266203704";"NE4 9EP";"54.9821682";"-1.6541318"
"36";"CITY";"40929.39732638889";"NE2 1NQ";"54.9828735";"-1.5974036"
"36";"CITY";"40929.40644675926";"NE1 6ES";"54.9712308";"-1.6116923"
"35";"EAST END";"40929.40675925926";"NE28 6QD";"54.9921988";"-1.515795"
"36";"CITY";"40929.41678240741";"NE1 6ES";"54.9712308";"-1.6116923"
"2";"GOSFORTH";"40929.41748842593";"NE7 7PL";"55.0001164";"-1.5787226"
"36";"CITY";"40929.43056712963";"NE23 8HW";"55.0872346";"-1.6056049"
"36";"CITY";"40929.43146990741";"NE23 8HW";"55.0872346";"-1.6056049"
"36";"CITY";"40929.43775462963";"NE15 6NF";"54.974351";"-1.6753841"
"36";"CITY";"40929.44480324074";"NE27 0NF";"55.0344612";"-1.5120155"
"5";"KENTON";"40929.45135416667";"NE3 4XN";"55.0029962";"-1.6345623"
"35";"EAST END";"40929.46775462963";"NE7 7PL";"55.0001164";"-1.5787226"
"2";"GOSFORTH";"40929.46788194445";"NE3 2SL";"55.01723";"-1.6492613"
"12";"NEWBURN";"40929.46950231482";NULL;NULL;NULL
"2";"GOSFORTH";"40929.48208333334";"NE3 4XN";"55.0029962";"-1.6345623"
"6";"WALKER";"40929.4828587963";"NE6 2LD";"54.9747647";"-1.5693971"
"3";"FENHAM";"40929.48438657408";"NE4 8AH";"54.9718675";"-1.6538079"
"13";"BLAKELAW";"40929.48717592593";"NE5 3EB";"54.9959224";"-1.664498"
"11";"NEWBIGGIN HALL";"40929.48822916667";"NE5 4DW";"55.0059111";"-1.6856611"
"3";"FENHAM";"40929.48841435185";"NE4 9EP";"54.9821682";"-1.6541318"
"7";"HIGH HEATON";"40929.49224537037";"NE6 5LJ";"54.986578";"-1.5775826"
"7";"HIGH HEATON";"40929.49395833333";"NE6 5LJ";"54.986578";"-1.5775826"
"20";"DENTON BURN";"40929.49417824074";"NE5 2SY";"54.9899786";"-1.6833345"
"36";"CITY";"40929.49508101852";"NE3 2SL";"55.01723";"-1.6492613"
"36";"CITY";"40929.49578703703";"NE16 4SJ";"54.9455949";"-1.6754974"
"36";"CITY";"40929.49581018519";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"CITY";"40929.4959375";"NE16 4SJ";"54.9455949";"-1.6754974"
"36";"CITY";"40929.49787037037";"NE12 5XU";"55.0423556";"-1.5761778"
"36";"CITY";"40929.49922453704";"NE4 8AH";"54.9718675";"-1.6538079"
"36";"CITY";"40929.50070601852";"NE4 8AH";"54.9718675";"-1.6538079"
"36";"CITY";"40929.50332175926";"NE62 5HH";"55.1625127";"-1.5923309"
"36";"CITY";"40929.50719907408";"NE6 1PL";"54.9755154";"-1.5809154"
"36";"CITY";"40929.50893518519";NULL;NULL;NULL
"12";"NEWBURN";"40929.51216435185";"NE15 6NF";"54.974351";"-1.6753841"
"11";"NEWBIGGIN HALL";"40929.5137962963";"NE5 2SY";"54.9899786";"-1.6833345"
"36";"CITY";"40929.5165162037";"NE3 2SL";"55.01723";"-1.6492613"
"36";"CITY";"40929.51774305556";"NE3 2SL";"55.01723";"-1.6492613"
"2";"GOSFORTH";"40929.5233912037";"NE3 2DW";"55.0225464";"-1.6195574"
"36";"CITY";"40929.52592592593";"NE3 2SL";"55.01723";"-1.6492613"
"20";"DENTON BURN";"40929.52878472222";"NE5 1TU";"55.0008475";"-1.7148744"
"36";"CITY";"40929.53266203704";"NE3 4XN";"55.0029962";"-1.6345623"
"36";"CITY";"40929.53457175926";"NE3 4XN";"55.0029962";"-1.6345623"
"36";"CITY";"40929.53518518519";"NE3 4XN";"55.0029962";"-1.6345623"
"35";"EAST END";"40929.54918981482";"NE27 0NF";"55.0344612";"-1.5120155"
"2";"GOSFORTH";"40929.55072916667";"NE3 2SL";"55.01723";"-1.6492613"
"9";"WEST END";"40929.56372685185";"NE4 8AH";"54.9718675";"-1.6538079"
"36";"CITY";"40929.56524305556";"NE1 6NA";"54.973697";"-1.6082576"
"36";"CITY";"40929.56590277778";"NE1 6NA";"54.973697";"-1.6082576"
"36";"CITY";"40929.56957175926";NULL;NULL;NULL
"36";"CITY";"40929.58091435185";"NE1 6PY";"54.9742805";"-1.5994268"
"36";"CITY";"40929.58275462963";"NE28 9BN";"55.0098636";"-1.5216174"
"36";"CITY";"40929.58354166667";"NE61 5JP";"55.2343876";"-1.5791977"
"36";"CITY";"40929.58782407407";"NE8 4NP";"54.9511256";"-1.6065377"
"36";"CITY";"40929.5894212963";"NE15 0JA";"54.9987079";"-1.8160337"
"36";"CITY";"40929.61597222222";"NE4 9EP";"54.9821682";"-1.6541318"
"36";"CITY";"40929.62224537037";"ST5 8JU";"53.0389227";"-2.2276455"
"36";"CITY";"40929.63120370371";"NE3 2SL";"55.01723";"-1.6492613"
"36";"CITY";"40929.63214120371";"NE2 3LD";"54.9957568";"-1.6083423"
"3";"FENHAM";"40929.63288194445";"NE5 2SY";"54.9899786";"-1.6833345"
"35";"EAST END";"40929.63958333333";"NE6 1PL";"54.9755154";"-1.5809154"
"20";"DENTON BURN";"40929.64291666666";"NE15 7UB";"54.9815404";"-1.6920202"
"36";"CITY";"40929.66797453703";"DH3 1NE";"54.9020166";"-1.5764199"
"1";"OUTER WEST LIBRARY";"40929.67356481482";"NE15 7UB";"54.9815404";"-1.6920202"
"36";"CITY";"40929.67662037037";"NE4 5EQ";"54.9768148";"-1.6327259"
"2";"GOSFORTH";"40929.68355324074";"NE3 1AR";"55.0071528";"-1.6117037"
"2";"GOSFORTH";"40929.68449074074";"NE3 1AR";"55.0071528";"-1.6117037"
"2";"GOSFORTH";"40929.68984953704";"NE3 1AR";"55.0071528";"-1.6117037"
"2";"GOSFORTH";"40929.69118055556";"NE3 1AR";"55.0071528";"-1.6117037"
"36";"CITY";"40929.70120370371";"NE3 3TB";"55.0091977";"-1.6459574"
"36";"CITY";"40929.70940972222";"NE4 5EQ";"54.9768148";"-1.6327259"
"36";"CITY";"40929.71178240741";"NE10 0YQ";"54.9557589";"-1.5549643"
"36";"CITY";"40929.72697916667";"NE4 5EQ";"54.9768148";"-1.6327259"
"36";"CITY";"40930.49099537037";"NE2 2RR";"54.9919918";"-1.6003689"
"36";"CITY";"40930.49163194445";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"CITY";"40930.49472222223";"TS19 7HJ";"54.5683274";"-1.3564204"
"36";"CITY";"40930.49549768519";"NE9 7XG";"54.9234453";"-1.5678905"
"36";"CITY";"40930.50185185186";"NE61 2TA";"55.161";"-1.6897426"
"36";"CITY";"40930.50438657407";"NE2 3LD";"54.9957568";"-1.6083423"
"2";"GOSFORTH";"40930.51174768519";"NE28 0DP";"55.0008377";"-1.4949545"
"36";"CITY";"40930.51428240741";"NE38 7LG";"54.8990769";"-1.5197692"
"36";"CITY";"40930.51555555555";"NE10 0YQ";"54.9557589";"-1.5549643"
"36";"CITY";"40930.52429398148";"NE2 1NQ";"54.9828735";"-1.5974036"
"36";"CITY";"40930.52623842593";"NE26 1QE";"55.0491508";"-1.4519603"
"36";"CITY";"40930.53496527778";NULL;NULL;NULL
"35";"EAST END";"40930.545";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"CITY";"40930.55363425926";"SR6 7UY";"54.953664";"-1.3848063"
"2";"GOSFORTH";"40930.5660300926";"NE3 3TB";"55.0091977";"-1.6459574"
"36";"CITY";"40930.62046296296";"NE2 2RR";"54.9919918";"-1.6003689"
"36";"CITY";"40930.62496527778";"NE6 4XY";"54.9836239";"-1.5508982"
"36";"CITY";"40930.62640046296";"NE2 1NQ";"54.9828735";"-1.5974036"
"36";"CITY";"40930.64716435185";"NE8 1NL";"54.9583091";"-1.6057576"
"36";"CITY";"40930.65641203704";"NE6 1PL";"54.9755154";"-1.5809154"
"36";"CITY";"40930.69079861111";"NE9 5UN";"54.9421911";"-1.5926667"
"36";"CITY";"40930.7012962963";"NE33 2JR";"55.0006013";"-1.4263291"
"36";"CITY";"40930.70146990741";"NE9 5UN";"54.9421911";"-1.5926667"
"36";"CITY";"40931.37458333333";"SR6 9EZ";"54.9268829";"-1.376122"
"36";"CITY";"40931.37863425926";"NE28 8DW";"54.9977822";"-1.5415842"
"36";"CITY";"40931.3865625";"NE2 2RR";"54.9919918";"-1.6003689"
"2";"GOSFORTH";"40931.38983796296";"NE3 4XN";"55.0029962";"-1.6345623"
"7";"HIGH HEATON";"40931.38997685185";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"CITY";"40931.39141203704";"NE65 0JY";"55.3347475";"-1.5923869"
"35";"EAST END";"40931.39180555556";"NE6 1PL";"54.9755154";"-1.5809154"
"36";"CITY";"40931.39325231482";"NE26 4DB";"55.0781789";"-1.4744959"
"35";"EAST END";"40931.39427083333";"NE6 2LD";"54.9747647";"-1.5693971"
"6";"WALKER";"40931.39746527778";"NE6 2LD";"54.9747647";"-1.5693971"
"7";"HIGH HEATON";"40931.3990162037";"NE6 4XY";"54.9836239";"-1.5508982"
"35";"EAST END";"40931.40072916666";"NE6 2LD";"54.9747647";"-1.5693971"
"6";"WALKER";"40931.40232638889";"NE6 3NP";"54.9705946";"-1.5480865"
"35";"EAST END";"40931.40359953704";"NE6 4XY";"54.9836239";"-1.5508982"
"9";"WEST END";"40931.40417824074";"NE15 6NF";"54.974351";"-1.6753841"
"36";"CITY";"40931.40568287037";"NE8 3NS";"54.95825";"-1.5897935"
"3";"FENHAM";"40931.41465277778";"NE4 6JG";"54.9719748";"-1.6344969"
"3";"FENHAM";"40931.41621527778";"NE4 6JG";"54.9719748";"-1.6344969"
"12";"NEWBURN";"40931.4180324074";"NE15 7UB";"54.9815404";"-1.6920202"
"1";"OUTER WEST LIBRARY";"40931.4230787037";"NE15 7UB";"54.9815404";"-1.6920202"
"3";"FENHAM";"40931.42521990741";"NE5 2SY";"54.9899786";"-1.6833345"
"9";"WEST END";"40931.42733796296";"NE5 3EB";"54.9959224";"-1.664498"
"12";"NEWBURN";"40931.42878472222";"NE15 9ED";"54.9955085";"-1.7503107"
"1";"OUTER WEST LIBRARY";"40931.43045138889";"NE5 1TU";"55.0008475";"-1.7148744"
"11";"NEWBIGGIN HALL";"40931.43403935185";"NE5 4DW";"55.0059111";"-1.6856611"
"4";"JESMOND";"40931.46550925926";"NE2 3LD";"54.9957568";"-1.6083423"
"9";"WEST END";"40931.4655324074";NULL;NULL;NULL
"36";"CITY";"40931.47115740741";"NE2 4AB";"54.9839327";"-1.620875"
"36";"CITY";"40931.47181712963";"NE16 5QN";"54.9331633";"-1.6842267"
"36";"CITY";"40931.47331018518";"NE4 5EQ";"54.9768148";"-1.6327259"
"20";"DENTON BURN";"40931.4853125";"NE5 2SY";"54.9899786";"-1.6833345"
"36";"CITY";"40931.50303240741";"NE12 8JB";"55.0150567";"-1.5827328"
"1";"OUTER WEST LIBRARY";"40931.50587962963";"NE5 2SY";"54.9899786";"-1.6833345"
"36";"CITY";"40931.50606481481";"NE6 5LJ";"54.986578";"-1.5775826"
"13";"BLAKELAW";"40931.51328703704";"NE5 3EB";"54.9959224";"-1.664498"
"9";"WEST END";"40931.51846064815";"NE4 6JG";"54.9719748";"-1.6344969"
"9";"WEST END";"40931.52854166667";"NE4 8AH";"54.9718675";"-1.6538079"
"36";"CITY";"40931.54002314815";"NE6 1PL";"54.9755154";"-1.5809154"
"36";"CITY";"40931.54304398148";"NE6 3NP";"54.9705946";"-1.5480865"
"20";"DENTON BURN";"40931.54634259259";"NE15 6NF";"54.974351";"-1.6753841"
"36";"CITY";"40931.54743055555";"NE21 5AZ";"54.9596541";"-1.7094973"
"35";"EAST END";"40931.55422453704";"NE7 7PL";"55.0001164";"-1.5787226"
"36";"CITY";"40931.554375";"NE21 5AZ";"54.9596541";"-1.7094973"
"36";"CITY";"40931.55517361111";"NE21 5AZ";"54.9596541";"-1.7094973"
"35";"EAST END";"40931.55532407408";"NE7 7PL";"55.0001164";"-1.5787226"
"35";"EAST END";"40931.55591435185";"NE7 7PL";"55.0001164";"-1.5787226"
"36";"CITY";"40931.55605324074";"NE21 5AZ";"54.9596541";"-1.7094973"
"35";"EAST END";"40931.55722222223";"NE7 7PL";"55.0001164";"-1.5787226"
"36";"CITY";"40931.56340277778";"NE4 5EQ";"54.9768148";"-1.6327259"
"36";"CITY";"40931.56427083333";"NE4 5EQ";"54.9768148";"-1.6327259"
"11";"NEWBIGGIN HALL";"40931.56733796297";"NE5 4DW";"55.0059111";"-1.6856611"
"35";"EAST END";"40931.57043981482";"NE3 3TB";"55.0091977";"-1.6459574"
"9";"WEST END";"40931.57100694445";"NE4 9EP";"54.9821682";"-1.6541318"
"3";"FENHAM";"40931.57243055556";"NE4 9EP";"54.9821682";"-1.6541318"
"7";"HIGH HEATON";"40931.57581018518";"NE12 8JB";"55.0150567";"-1.5827328"
"7";"HIGH HEATON";"40931.57813657408";"NE12 8JB";"55.0150567";"-1.5827328"
"36";"CITY";"40931.58153935185";"DH7 9RA";"54.7859493";"-1.6958007"
"36";"CITY";"40931.58326388889";"DH7 9RA";"54.7859493";"-1.6958007"
"36";"CITY";"40931.58457175926";"DH7 9RA";"54.7859493";"-1.6958007"
"36";"CITY";"40931.59564814815";"NE9 6TU";"54.9319696";"-1.5925676"
"4";"JESMOND";"40931.5979050926";"NE2 2RR";"54.9919918";"-1.6003689"
"36";"CITY";"40931.60601851852";"NE23 6HH";"55.0794799";"-1.580696"
"36";"CITY";"40931.60962962963";"DH7 8QH";"54.7520079";"-1.6265238"
"36";"CITY";"40931.61078703704";"NE27 0NF";"55.0344612";"-1.5120155"
"19";"DINNINGTON";"40931.61127314815";"NE12 8JB";"55.0150567";"-1.5827328"
"36";"CITY";"40931.61243055556";"NE1 6NA";"54.973697";"-1.6082576"
"35";"EAST END";"40931.61879629629";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"CITY";"40931.62607638889";"NE2 2RR";"54.9919918";"-1.6003689"
"35";"EAST END";"40931.62648148148";"NE6 2LD";"54.9747647";"-1.5693971"
"35";"EAST END";"40931.62725694444";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"CITY";"40931.62769675926";"NE4 6JG";"54.9719748";"-1.6344969"
"36";"CITY";"40931.63204861111";"NE6 1PL";"54.9755154";"-1.5809154"
"36";"CITY";"40931.63746527778";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"CITY";"40931.64493055556";"NE2 3LD";"54.9957568";"-1.6083423"
"36";"CITY";"40931.65450231481";"NE4 5EQ";"54.9768148";"-1.6327259"
"9";"WEST END";"40931.66567129629";"NE4 5EQ";"54.9768148";"-1.6327259"
"36";"CITY";"40931.66629629629";"NE1 6PY";"54.9742805";"-1.5994268"
"9";"WEST END";"40931.67196759259";NULL;NULL;NULL
"36";"CITY";"40931.6799537037";"NE3 4XN";"55.0029962";"-1.6345623"
"36";"CITY";"40931.70822916667";"BD9 4JL";"53.8157287";"-1.7762021"
"36";"CITY";"40931.71385416666";"NE5 5QJ";"54.9965379";"-1.6989545"
"9";"WEST END";"40931.7268287037";"NE4 5EQ";"54.9768148";"-1.6327259"
"9";"WEST END";"40931.73244212963";"NE4 5EQ";"54.9768148";"-1.6327259"
"36";"CITY";"40931.74083333334";"NE9 6TU";"54.9319696";"-1.5925676"
"6";"WALKER";"40931.74364583333";"NE6 4XY";"54.9836239";"-1.5508982"
"36";"CITY";"40931.74847222222";"NE4 6JG";"54.9719748";"-1.6344969"
"36";"CITY";"40931.75136574074";"NE8 2NA";"54.9575854";"-1.6196341"
"36";"CITY";"40931.7539699074";"NE4 6JG";"54.9719748";"-1.6344969"
"36";"CITY";"40931.75521990741";"TS7 0DA";"54.526918";"-1.1743443"
"35";"EAST END";"40931.79030092592";"NE6 1PL";"54.9755154";"-1.5809154"
"1";"OUTER WEST LIBRARY";"40932.37960648148";"NE15 8UQ";"54.9833921";"-1.7225947"
"4";"JESMOND";"40932.38262731482";"NE2 2RR";"54.9919918";"-1.6003689"
"36";"CITY";"40932.39121527778";"NE38 7LG";"54.8990769";"-1.5197692"
"36";"CITY";"40932.40241898148";"NE11 0QP";"54.9282599";"-1.6214009"
"4";"JESMOND";"40932.40490740741";"NE2 2RR";"54.9919918";"-1.6003689"
"36";"CITY";"40932.4097800926";"NE8 3NS";"54.95825";"-1.5897935"
"35";"EAST END";"40932.42420138889";"NE13 7BA";"55.0470845";"-1.6490493"
"4";"JESMOND";"40932.43306712963";"NE2 2RR";"54.9919918";"-1.6003689"
"2";"GOSFORTH";"40932.43979166666";NULL;NULL;NULL
"36";"CITY";"40932.44653935185";"DH7 7LN";"54.7780725";"-1.6385544"
"36";"CITY";"40932.45780092593";"NE2 2RR";"54.9919918";"-1.6003689"
"36";"CITY";"40932.46608796297";"NE16 5QN";"54.9331633";"-1.6842267"
"9";"WEST END";"40932.48309027778";"NE15 6NF";"54.974351";"-1.6753841"
"36";"CITY";"40932.48833333333";"NE8 1NL";"54.9583091";"-1.6057576"
"36";"CITY";"40932.48952546297";"NE39 2BX";"54.9289467";"-1.7690133"
"36";"CITY";"40932.49125";"NE29 8DA";"55.0211042";"-1.4784219"
"36";"CITY";"40932.49302083333";"NE21 5AZ";"54.9596541";"-1.7094973"
"36";"CITY";"40932.493125";"NE28 6QD";"54.9921988";"-1.515795"
"36";"CITY";"40932.49377314815";"NE28 6QD";"54.9921988";"-1.515795"
"36";"CITY";"40932.49534722222";"NE21 5AZ";"54.9596541";"-1.7094973"
"11";"NEWBIGGIN HALL";"40932.4969212963";"NE5 4DW";"55.0059111";"-1.6856611"
"36";"CITY";"40932.4975";"NE19 2BS";"55.1086273";"-1.9967545"
"36";"CITY";"40932.50445601852";"NE19 2BS";"55.1086273";"-1.9967545"
"36";"CITY";"40932.50557870371";"NE5 1TU";"55.0008475";"-1.7148744"
