"branch";"branchname";"registered";"fakecode";"fakelat";"fakelong"
"36";"CITY";"40948.63502314815";"NE13 6DZ";"55.0546148";"-1.6292296"
"36";"CITY";"40948.6369212963";"NE1 6PY";"54.9742805";"-1.5994268"
"36";"CITY";"40948.64163194445";"DH3 1NE";"54.9020166";"-1.5764199"
"36";"CITY";"40948.64512731481";"NE2 4AB";"54.9839327";"-1.620875"
"36";"CITY";"40948.64831018518";"NE8 3NS";"54.95825";"-1.5897935"
"35";"EAST END";"40948.6530324074";"NE6 1PL";"54.9755154";"-1.5809154"
"36";"CITY";"40948.65755787037";"NE18 0PS";"55.0390149";"-1.8641493"
"36";"CITY";"40948.66028935185";"NE1 6PY";"54.9742805";"-1.5994268"
"12";"NEWBURN";"40948.66484953704";NULL;NULL;NULL
"12";"NEWBURN";"40948.66695601852";NULL;NULL;NULL
"20";"DENTON BURN";"40948.67089120371";"NE27 0NF";"55.0344612";"-1.5120155"
"36";"CITY";"40948.67714120371";"NE15 8UQ";"54.9833921";"-1.7225947"
"9";"WEST END";"40948.68083333333";"NE4 8AH";"54.9718675";"-1.6538079"
"2";"GOSFORTH";"40948.68305555556";"NE12 9RN";"55.0219778";"-1.5547833"
"2";"GOSFORTH";"40948.6837037037";"NE12 9RN";"55.0219778";"-1.5547833"
"2";"GOSFORTH";"40948.6847337963";"NE12 9RN";"55.0219778";"-1.5547833"
"36";"CITY";"40948.68528935185";"NE3 4XN";"55.0029962";"-1.6345623"
"2";"GOSFORTH";"40948.68792824074";"NE12 9RN";"55.0219778";"-1.5547833"
"36";"CITY";"40948.6915625";"NE29 9HG";"55.0219621";"-1.4572652"
"36";"CITY";"40948.69538194445";"NE30 2ER";"55.0192488";"-1.4405572"
"2";"GOSFORTH";"40948.69644675926";"NE12 9RN";"55.0219778";"-1.5547833"
"36";"CITY";"40948.69820601852";"NE1 4XQ";"54.9729889";"-1.6196111"
"9";"WEST END";"40948.70063657407";"NE15 6NF";"54.974351";"-1.6753841"
"3";"FENHAM";"40948.70175925926";"NE4 9EP";"54.9821682";"-1.6541318"
"36";"CITY";"40948.70866898148";"NE21 6PJ";"54.9523763";"-1.7264677"
"1";"OUTER WEST LIBRARY";"40948.70869212963";"NE15 7UB";"54.9815404";"-1.6920202"
"36";"CITY";"40948.71027777778";"NE8 3NS";"54.95825";"-1.5897935"
"36";"CITY";"40948.71079861111";"NE8 3NS";"54.95825";"-1.5897935"
"36";"CITY";"40948.71693287037";"NE8 3NS";"54.95825";"-1.5897935"
"36";"CITY";"40948.73740740741";"NE1 5PW";"54.9722632";"-1.6157763"
"36";"CITY";"40948.81318287037";"NE1 8DX";"54.977629";"-1.6092258"
"36";"CITY";"40949.36649305555";"NE31 2QE";"54.9672052";"-1.5094279"
"36";"CITY";"40949.40783564815";"NE10 8XJ";"54.943604";"-1.540505"
"36";"CITY";"40949.41421296296";"NE4 5EQ";"54.9768148";"-1.6327259"
"4";"JESMOND";"40949.41873842593";"NE2 3LD";"54.9957568";"-1.6083423"
"36";"CITY";"40949.42158564815";"NE10 8XJ";"54.943604";"-1.540505"
"4";"JESMOND";"40949.42336805556";"NE2 3LD";"54.9957568";"-1.6083423"
"36";"CITY";"40949.42491898148";"NE4 9EP";"54.9821682";"-1.6541318"
"35";"EAST END";"40949.42534722222";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"CITY";"40949.42828703704";"NE3 3TB";"55.0091977";"-1.6459574"
"35";"EAST END";"40949.43255787037";"NE6 2LD";"54.9747647";"-1.5693971"
"12";"NEWBURN";"40949.43489583334";NULL;NULL;NULL
"6";"WALKER";"40949.44289351852";"NE6 3NP";"54.9705946";"-1.5480865"
"20";"DENTON BURN";"40949.44565972222";"NE20 9RA";"55.0435056";"-1.7516105"
"23";"MOORSIDE";"40949.44675925926";NULL;NULL;NULL
"35";"EAST END";"40949.45474537037";"NE6 4XY";"54.9836239";"-1.5508982"
"1";"OUTER WEST LIBRARY";"40949.45922453704";"NE5 5QJ";"54.9965379";"-1.6989545"
"9";"WEST END";"40949.46347222223";"NE4 6JG";"54.9719748";"-1.6344969"
"9";"WEST END";"40949.46834490741";"NE6 5LJ";"54.986578";"-1.5775826"
"1";"OUTER WEST LIBRARY";"40949.47021990741";"NE20 9RA";"55.0435056";"-1.7516105"
"5";"KENTON";"40949.47041666666";"NE3 3TB";"55.0091977";"-1.6459574"
"36";"CITY";"40949.47515046296";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"CITY";"40949.50564814815";"NE1 6PY";"54.9742805";"-1.5994268"
"9";"WEST END";"40949.51295138889";"NE4 9EP";"54.9821682";"-1.6541318"
"36";"CITY";"40949.51296296297";"NE1 6PY";"54.9742805";"-1.5994268"
"35";"EAST END";"40949.51701388889";"NE6 4XY";"54.9836239";"-1.5508982"
"36";"CITY";"40949.51890046296";"SR3 1PA";"54.885135";"-1.4045401"
"36";"CITY";"40949.53195601852";"NE13 8DR";"55.0247778";"-1.6904444"
"36";"CITY";"40949.53704861111";"NE25 9YE";"55.0426026";"-1.4785197"
"36";"CITY";"40949.53795138889";"NE3 4XN";"55.0029962";"-1.6345623"
"36";"CITY";"40949.55265046296";"NE65 0JY";"55.3347475";"-1.5923869"
"3";"FENHAM";"40949.56123842593";"NE5 3EB";"54.9959224";"-1.664498"
"36";"CITY";"40949.57055555555";"NE1 8DX";"54.977629";"-1.6092258"
"2";"GOSFORTH";"40949.57775462963";"NE3 2SL";"55.01723";"-1.6492613"
"1";"OUTER WEST LIBRARY";"40949.58858796296";"NE5 2SY";"54.9899786";"-1.6833345"
"9";"WEST END";"40949.58954861111";"NE4 8AH";"54.9718675";"-1.6538079"
"2";"GOSFORTH";"40949.60143518518";"NE5 4DW";"55.0059111";"-1.6856611"
"36";"CITY";"40949.60229166667";"NE8 2NA";"54.9575854";"-1.6196341"
"9";"WEST END";"40949.60549768519";"NE4 8AH";"54.9718675";"-1.6538079"
"36";"CITY";"40949.60737268518";"NE37 2QX";"54.9157577";"-1.5231649"
"36";"CITY";"40949.60947916667";NULL;NULL;NULL
"35";"EAST END";"40949.61099537037";"NE6 2LD";"54.9747647";"-1.5693971"
"9";"WEST END";"40949.6115162037";"NE4 9EP";"54.9821682";"-1.6541318"
"36";"CITY";"40949.6134375";"NE5 1TU";"55.0008475";"-1.7148744"
"36";"CITY";"40949.61574074074";"NE5 1TU";"55.0008475";"-1.7148744"
"36";"CITY";"40949.61775462963";NULL;NULL;NULL
"36";"CITY";"40949.6218287037";"NE5 2SY";"54.9899786";"-1.6833345"
"4";"JESMOND";"40949.62498842592";"NE61 3JL";"55.18379";"-1.7201416"
"5";"KENTON";"40949.62806712963";"NE5 3EB";"54.9959224";"-1.664498"
"36";"CITY";"40949.62958333334";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"CITY";"40949.6356712963";"NE1 4XQ";"54.9729889";"-1.6196111"
"36";"CITY";"40949.63839120371";"NE1 4XQ";"54.9729889";"-1.6196111"
"9";"WEST END";"40949.64170138889";"NE5 3EB";"54.9959224";"-1.664498"
"23";"MOORSIDE";"40949.65311342593";"NE4 5EQ";"54.9768148";"-1.6327259"
"36";"CITY";"40949.67792824074";"NE4 8AH";"54.9718675";"-1.6538079"
"36";"CITY";"40949.67901620371";"NE3 2SL";"55.01723";"-1.6492613"
"7";"HIGH HEATON";"40949.68880787037";"NE7 7PL";"55.0001164";"-1.5787226"
"9";"WEST END";"40949.69012731482";"NE4 9EP";"54.9821682";"-1.6541318"
"36";"CITY";"40949.69586805555";"NE4 5EQ";"54.9768148";"-1.6327259"
"1";"OUTER WEST LIBRARY";"40950.41510416667";"NE4 9EP";"54.9821682";"-1.6541318"
"36";"CITY";"40950.43548611111";"DH8 0NT";"54.8733259";"-1.8479152"
"7";"HIGH HEATON";"40950.43640046296";"DL17 9HF";"54.6942256";"-1.5076617"
"4";"JESMOND";"40950.43831018519";"NE2 2RR";"54.9919918";"-1.6003689"
"36";"CITY";"40950.44387731481";"NE4 5EQ";"54.9768148";"-1.6327259"
"2";"GOSFORTH";"40950.47511574074";"NE3 1AR";"55.0071528";"-1.6117037"
"36";"CITY";"40950.4771875";"BD23 5HS";"54.0946212";"-2.0271162"
"36";"CITY";"40950.47871527778";"NE21 4JS";"54.9649394";"-1.7251091"
"11";"NEWBIGGIN HALL";"40950.48185185185";"NE5 4DW";"55.0059111";"-1.6856611"
"6";"WALKER";"40950.48549768519";"NE6 2LD";"54.9747647";"-1.5693971"
"6";"WALKER";"40950.48797453703";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"CITY";"40950.4890625";NULL;NULL;NULL
"6";"WALKER";"40950.49015046296";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"CITY";"40950.49356481482";"SR7 7JN";"54.8357097";"-1.3366935"
"36";"CITY";"40950.51418981481";"NE5 1TU";"55.0008475";"-1.7148744"
"36";"CITY";"40950.51725694445";"NE2 3LD";"54.9957568";"-1.6083423"
"36";"CITY";"40950.52084490741";"NE5 1TU";"55.0008475";"-1.7148744"
"9";"WEST END";"40950.52847222222";"NE4 8AH";"54.9718675";"-1.6538079"
"36";"CITY";"40950.52917824074";"NE25 8BH";"55.0391897";"-1.459559"
"2";"GOSFORTH";"40950.533125";"NE3 3TB";"55.0091977";"-1.6459574"
"6";"WALKER";"40950.53487268519";NULL;NULL;NULL
"36";"CITY";"40950.53569444444";"NE28 6QD";"54.9921988";"-1.515795"
"36";"CITY";"40950.53642361111";"NE3 1AR";"55.0071528";"-1.6117037"
"36";"CITY";"40950.54429398148";NULL;NULL;NULL
"9";"WEST END";"40950.54890046296";"NE4 9EP";"54.9821682";"-1.6541318"
"5";"KENTON";"40950.57383101852";"NE3 3TB";"55.0091977";"-1.6459574"
"9";"WEST END";"40950.59037037037";"NE4 6JG";"54.9719748";"-1.6344969"
"36";"CITY";"40950.60019675926";"NE24 5HP";"55.1268178";"-1.5310327"
"36";"CITY";"40950.60159722222";"NE24 2EX";"55.1242022";"-1.5116667"
"36";"CITY";"40950.60340277778";"DH8 6JD";"54.8667163";"-1.8175395"
"36";"CITY";"40950.6087962963";"NE9 6TU";"54.9319696";"-1.5925676"
"36";"CITY";"40950.61118055556";"NE9 6TU";"54.9319696";"-1.5925676"
"36";"CITY";"40950.62063657407";"NE1 4XQ";"54.9729889";"-1.6196111"
"36";"CITY";"40950.62332175926";"NE9 6TU";"54.9319696";"-1.5925676"
"36";"CITY";"40950.63179398148";"NE9 6TU";"54.9319696";"-1.5925676"
"36";"CITY";"40950.63846064815";"NE10 0YQ";"54.9557589";"-1.5549643"
"36";"CITY";"40950.64225694445";"NE2 3LD";"54.9957568";"-1.6083423"
"36";"CITY";"40950.64476851852";"NE2 3LD";"54.9957568";"-1.6083423"
"36";"CITY";"40950.64533564815";"NE28 9BN";"55.0098636";"-1.5216174"
"36";"CITY";"40950.64803240741";"NE28 9BN";"55.0098636";"-1.5216174"
"36";"CITY";"40950.64978009259";"NE28 9BN";"55.0098636";"-1.5216174"
"36";"CITY";"40950.65387731481";"NE5 3EB";"54.9959224";"-1.664498"
"36";"CITY";"40950.65800925926";"NE15 0JA";"54.9987079";"-1.8160337"
"36";"CITY";"40950.6675462963";"NE8 4NP";"54.9511256";"-1.6065377"
"36";"CITY";"40950.67015046296";"NE8 4NP";"54.9511256";"-1.6065377"
"36";"CITY";"40950.675";"NE37 3BH";"54.9173265";"-1.5088571"
"36";"CITY";"40950.67569444444";"NE63 9FT";"55.1806177";"-1.5514437"
"36";"CITY";"40950.67569444444";"NE21 5AZ";"54.9596541";"-1.7094973"
"36";"CITY";"40950.67715277777";"NE4 9EP";"54.9821682";"-1.6541318"
"36";"CITY";"40950.67928240741";"NE21 5AZ";"54.9596541";"-1.7094973"
"36";"CITY";"40950.68072916667";"NE10 9EF";"54.9469907";"-1.5684346"
"36";"CITY";"40950.6828587963";"NE23 7RA";"55.0605529";"-1.5753843"
"36";"CITY";"40950.68390046297";"NE10 9EF";"54.9469907";"-1.5684346"
"36";"CITY";"40950.68922453704";"NE8 4NP";"54.9511256";"-1.6065377"
"36";"CITY";"40950.69466435185";"NE26 2AX";"55.0417045";"-1.4410606"
"7";"HIGH HEATON";"40950.70037037037";"NE7 7PL";"55.0001164";"-1.5787226"
"36";"CITY";"40951.45684027778";"NE20 9RA";"55.0435056";"-1.7516105"
"35";"EAST END";"40951.45880787037";"NE7 7PL";"55.0001164";"-1.5787226"
"36";"CITY";"40951.52012731481";"NE9 7XG";"54.9234453";"-1.5678905"
"36";"CITY";"40951.52577546296";"NE8 1NL";"54.9583091";"-1.6057576"
"36";"CITY";"40951.55878472222";"NE3 2DW";"55.0225464";"-1.6195574"
"36";"CITY";"40951.58180555556";"NE5 2SY";"54.9899786";"-1.6833345"
"36";"CITY";"40951.58487268518";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"CITY";"40951.58594907408";"NE1 4XQ";"54.9729889";"-1.6196111"
"36";"CITY";"40951.58780092592";"NE1 4XQ";"54.9729889";"-1.6196111"
"36";"CITY";"40951.62666666666";"NE9 6TU";"54.9319696";"-1.5925676"
"36";"CITY";"40951.6284837963";"NE28 8DW";"54.9977822";"-1.5415842"
"36";"CITY";"40951.66274305555";"NE3 1AR";"55.0071528";"-1.6117037"
"36";"CITY";"40951.68173611111";"NE27 0NF";"55.0344612";"-1.5120155"
"36";"CITY";"40951.68712962963";"NE7 7PL";"55.0001164";"-1.5787226"
"36";"CITY";"40952.39210648148";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"CITY";"40952.39947916667";"NE34 9SE";"54.9669283";"-1.4509596"
"9";"WEST END";"40952.43545138889";"NE4 8AH";"54.9718675";"-1.6538079"
"35";"EAST END";"40952.43657407408";"NE6 3NP";"54.9705946";"-1.5480865"
"2";"GOSFORTH";"40952.44934027778";"NE3 3TB";"55.0091977";"-1.6459574"
"2";"GOSFORTH";"40952.45134259259";"NE8 4NP";"54.9511256";"-1.6065377"
"35";"EAST END";"40952.47091435185";"DH8 0NT";"54.8733259";"-1.8479152"
"36";"CITY";"40952.47166666666";"NE26 1QE";"55.0491508";"-1.4519603"
"36";"CITY";"40952.49010416667";"DH4 4TE";"54.8607126";"-1.4808016"
"36";"CITY";"40952.49241898148";"NE41 8EN";"54.9769355";"-1.8192796"
"36";"CITY";"40952.49380787037";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"CITY";"40952.49637731481";"DH9 0UE";"54.8765078";"-1.6807202"
"36";"CITY";"40952.49885416667";"NE8 4NP";"54.9511256";"-1.6065377"
"1";"OUTER WEST LIBRARY";"40952.49927083333";"NE15 8UQ";"54.9833921";"-1.7225947"
"36";"CITY";"40952.50091435185";"NE8 4NP";"54.9511256";"-1.6065377"
"36";"CITY";"40952.50256944444";"NE8 4NP";"54.9511256";"-1.6065377"
"36";"CITY";"40952.50715277778";"NE5 5QJ";"54.9965379";"-1.6989545"
"36";"CITY";"40952.50810185185";"NE8 3NS";"54.95825";"-1.5897935"
"36";"CITY";"40952.50908564815";"NE8 3NS";"54.95825";"-1.5897935"
"36";"CITY";"40952.51339120371";"NE7 7PL";"55.0001164";"-1.5787226"
"36";"CITY";"40952.5177662037";"NE1 6PY";"54.9742805";"-1.5994268"
"35";"EAST END";"40952.52674768519";"NE6 1PL";"54.9755154";"-1.5809154"
"36";"CITY";"40952.52789351852";"NE26 2AX";"55.0417045";"-1.4410606"
"36";"CITY";"40952.53716435185";"NE2 2RR";"54.9919918";"-1.6003689"
"36";"CITY";"40952.5429050926";"NE15 8UQ";"54.9833921";"-1.7225947"
"35";"EAST END";"40952.5434375";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"CITY";"40952.54645833333";"NE13 9BJ";"55.02732";"-1.65036"
"36";"CITY";"40952.54785879629";"NE1 6NA";"54.973697";"-1.6082576"
"36";"CITY";"40952.55039351852";"CA1 1YG";"54.8897156";"-2.9436284"
"35";"EAST END";"40952.55350694444";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"CITY";"40952.55384259259";"NE1 7DQ";"54.977";"-1.6133393"
"1";"OUTER WEST LIBRARY";"40952.55685185185";"NE5 3EB";"54.9959224";"-1.664498"
"36";"CITY";"40952.55975694444";"NE2 4AB";"54.9839327";"-1.620875"
"4";"JESMOND";"40952.56039351852";"L37 4LF";"53.5499091";"-3.0585325"
"35";"EAST END";"40952.56314814815";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"CITY";"40952.56438657407";"NE2 4AB";"54.9839327";"-1.620875"
"36";"CITY";"40952.57107638889";"NE39 1JY";"54.9216062";"-1.7494625"
"36";"CITY";"40952.57109953704";"NE8 3NS";"54.95825";"-1.5897935"
"2";"GOSFORTH";"40952.57342592593";"NE3 2SL";"55.01723";"-1.6492613"
"36";"CITY";"40952.57365740741";"NE8 3NS";"54.95825";"-1.5897935"
"36";"CITY";"40952.5812962963";"NE2 4AB";"54.9839327";"-1.620875"
"9";"WEST END";"40952.59059027778";"NE4 7RU";"54.9661468";"-1.6362294"
"9";"WEST END";"40952.59226851852";"NE4 7RU";"54.9661468";"-1.6362294"
"35";"EAST END";"40952.59276620371";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"CITY";"40952.59407407408";"NE21 4JS";"54.9649394";"-1.7251091"
"36";"CITY";"40952.59465277778";"NE12 8JB";"55.0150567";"-1.5827328"
"36";"CITY";"40952.59631944444";"NE3 2SL";"55.01723";"-1.6492613"
"36";"CITY";"40952.59703703703";"NE4 6JG";"54.9719748";"-1.6344969"
"36";"CITY";"40952.59722222222";"NE1 5PW";"54.9722632";"-1.6157763"
"7";"HIGH HEATON";"40952.60046296296";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"CITY";"40952.6066087963";"NE5 3EB";"54.9959224";"-1.664498"
"20";"DENTON BURN";"40952.60980324074";"NE15 7UB";"54.9815404";"-1.6920202"
"36";"CITY";"40952.61096064815";"NE4 9EP";"54.9821682";"-1.6541318"
"36";"CITY";"40952.61236111111";"NE6 4XY";"54.9836239";"-1.5508982"
"36";"CITY";"40952.61625";"NE3 3TB";"55.0091977";"-1.6459574"
"9";"WEST END";"40952.61803240741";"NE4 8AH";"54.9718675";"-1.6538079"
"36";"CITY";"40952.61965277778";"NE8 4NP";"54.9511256";"-1.6065377"
"36";"CITY";"40952.62364583334";"NW11 9NP";"51.5789023";"-0.2070575"
"36";"CITY";"40952.62751157407";"NE12 8JB";"55.0150567";"-1.5827328"
"1";"OUTER WEST LIBRARY";"40952.63563657407";"NE5 1TU";"55.0008475";"-1.7148744"
"12";"NEWBURN";"40952.63819444444";"NE15 8UQ";"54.9833921";"-1.7225947"
"36";"CITY";"40952.6421412037";"NE4 9EP";"54.9821682";"-1.6541318"
"6";"WALKER";"40952.64620370371";"NE6 3NP";"54.9705946";"-1.5480865"
"36";"CITY";"40952.65011574074";"NE6 4XY";"54.9836239";"-1.5508982"
"36";"CITY";"40952.65136574074";"NE4 5EQ";"54.9768148";"-1.6327259"
"36";"CITY";"40952.65421296296";"NE2 1NQ";"54.9828735";"-1.5974036"
"36";"CITY";"40952.65476851852";"NE40 4QR";"54.9614961";"-1.7826395"
"36";"CITY";"40952.6553125";"NE5 1TU";"55.0008475";"-1.7148744"
"36";"CITY";"40952.656875";"SR7 8HQ";"54.8305821";"-1.3600597"
"36";"CITY";"40952.66028935185";"NE2 1NQ";"54.9828735";"-1.5974036"
"36";"CITY";"40952.68104166666";"NE10 8XJ";"54.943604";"-1.540505"
"36";"CITY";"40952.69515046296";"NE4 9EP";"54.9821682";"-1.6541318"
"7";"HIGH HEATON";"40952.69534722222";"NE6 5LJ";"54.986578";"-1.5775826"
"7";"HIGH HEATON";"40952.69803240741";"NE6 5LJ";"54.986578";"-1.5775826"
"7";"HIGH HEATON";"40952.70070601852";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"CITY";"40952.70182870371";"CO4 9YN";"51.9156044";"0.92186264"
"3";"FENHAM";"40952.72461805555";NULL;NULL;NULL
"9";"WEST END";"40952.77858796297";"NE15 6NF";"54.974351";"-1.6753841"
"36";"CITY";"40952.79116898148";"NE11 0QP";"54.9282599";"-1.6214009"
"36";"CITY";"40953.35800925926";"NE3 1AR";"55.0071528";"-1.6117037"
"36";"CITY";"40953.37199074074";"NE4 6JG";"54.9719748";"-1.6344969"
"6";"WALKER";"40953.37480324074";"NE6 2LD";"54.9747647";"-1.5693971"
"7";"HIGH HEATON";"40953.37662037037";"NE6 2LD";"54.9747647";"-1.5693971"
"1";"OUTER WEST LIBRARY";"40953.37869212963";"NE5 4DW";"55.0059111";"-1.6856611"
"35";"EAST END";"40953.38072916667";"NE6 4XY";"54.9836239";"-1.5508982"
"2";"GOSFORTH";"40953.38111111111";"NE3 1AR";"55.0071528";"-1.6117037"
"36";"CITY";"40953.38554398148";"NE9 5UN";"54.9421911";"-1.5926667"
"1";"OUTER WEST LIBRARY";"40953.3872337963";"NE15 8UQ";"54.9833921";"-1.7225947"
"2";"GOSFORTH";"40953.39545138889";NULL;NULL;NULL
"36";"CITY";"40953.39712962963";"SR3 3HU";"54.8762909";"-1.4307273"
"11";"NEWBIGGIN HALL";"40953.39910879629";"NE5 2SY";"54.9899786";"-1.6833345"
"2";"GOSFORTH";"40953.40399305556";NULL;NULL;NULL
"1";"OUTER WEST LIBRARY";"40953.40663194445";"NE5 2SY";"54.9899786";"-1.6833345"
"36";"CITY";"40953.40908564815";NULL;NULL;NULL
"20";"DENTON BURN";"40953.410625";"NE5 5QJ";"54.9965379";"-1.6989545"
"6";"WALKER";"40953.41451388889";"NE6 1PL";"54.9755154";"-1.5809154"
"15";"FAWDON";"40953.41725694444";"NE3 3TB";"55.0091977";"-1.6459574"
"6";"WALKER";"40953.420625";"NE6 4XY";"54.9836239";"-1.5508982"
"11";"NEWBIGGIN HALL";"40953.42261574074";"NE5 4DW";"55.0059111";"-1.6856611"
"36";"CITY";"40953.42961805555";"NE3 4XN";"55.0029962";"-1.6345623"
"7";"HIGH HEATON";"40953.43054398148";"NE6 3NP";"54.9705946";"-1.5480865"
"36";"CITY";"40953.43179398148";"NE3 4XN";"55.0029962";"-1.6345623"
"5";"KENTON";"40953.43431712963";"NE3 3TB";"55.0091977";"-1.6459574"
"2";"GOSFORTH";"40953.43793981482";"NE3 2SL";"55.01723";"-1.6492613"
"15";"FAWDON";"40953.43929398148";"NE3 2SL";"55.01723";"-1.6492613"
"11";"NEWBIGGIN HALL";"40953.44063657407";"NE5 4DW";"55.0059111";"-1.6856611"
"36";"CITY";"40953.44283564815";"NE1 8DX";"54.977629";"-1.6092258"
"11";"NEWBIGGIN HALL";"40953.44532407408";"NE5 5QJ";"54.9965379";"-1.6989545"
"5";"KENTON";"40953.44699074074";"NE5 2SY";"54.9899786";"-1.6833345"
"1";"OUTER WEST LIBRARY";"40953.45679398148";"NE5 4DW";"55.0059111";"-1.6856611"
"5";"KENTON";"40953.45866898148";"NE3 3TB";"55.0091977";"-1.6459574"
"1";"OUTER WEST LIBRARY";"40953.45990740741";"NE15 8UQ";"54.9833921";"-1.7225947"
"13";"BLAKELAW";"40953.46186342592";"NE5 3EB";"54.9959224";"-1.664498"
"1";"OUTER WEST LIBRARY";"40953.46240740741";"NE15 8UQ";"54.9833921";"-1.7225947"
"7";"HIGH HEATON";"40953.46357638889";"NE6 3NP";"54.9705946";"-1.5480865"
"1";"OUTER WEST LIBRARY";"40953.46423611111";"NE15 7UB";"54.9815404";"-1.6920202"
"6";"WALKER";"40953.46501157407";"NE6 1PL";"54.9755154";"-1.5809154"
"35";"EAST END";"40953.4662962963";"NE6 2LD";"54.9747647";"-1.5693971"
"15";"FAWDON";"40953.46800925926";"NE3 3TB";"55.0091977";"-1.6459574"
"19";"DINNINGTON";"40953.46967592592";NULL;NULL;NULL
"19";"DINNINGTON";"40953.47186342593";NULL;NULL;NULL
"9";"WEST END";"40953.48001157407";"NE15 6NF";"54.974351";"-1.6753841"
"9";"WEST END";"40953.48097222222";"NE15 6NF";"54.974351";"-1.6753841"
"36";"CITY";"40953.48424768518";"NE7 7PL";"55.0001164";"-1.5787226"
"36";"CITY";"40953.48546296296";"NE20 9RA";"55.0435056";"-1.7516105"
"35";"EAST END";"40953.48737268519";"NE6 1PL";"54.9755154";"-1.5809154"
"1";"OUTER WEST LIBRARY";"40953.48800925926";"NE5 2SY";"54.9899786";"-1.6833345"
"2";"GOSFORTH";"40953.49001157407";NULL;NULL;NULL
"36";"CITY";"40953.49243055555";"NE12 9RN";"55.0219778";"-1.5547833"
"36";"CITY";"40953.49917824074";"NE28 9BN";"55.0098636";"-1.5216174"
"4";"JESMOND";"40953.50302083333";"NE2 3LD";"54.9957568";"-1.6083423"
"13";"BLAKELAW";"40953.50471064815";"NE5 3EB";"54.9959224";"-1.664498"
"1";"OUTER WEST LIBRARY";"40953.50881944445";"NE5 1TU";"55.0008475";"-1.7148744"
"35";"EAST END";"40953.51065972223";"SR2 7HE";"54.8981905";"-1.3870173"
"4";"JESMOND";"40953.51582175926";"NE3 4XN";"55.0029962";"-1.6345623"
"20";"DENTON BURN";"40953.52087962963";"NE15 7UB";"54.9815404";"-1.6920202"
"36";"CITY";"40953.52524305556";"NE12 6HA";"55.036";"-1.5643384"
"36";"CITY";"40953.52614583333";"NE8 2NA";"54.9575854";"-1.6196341"
"36";"CITY";"40953.53107638889";"NE5 2SY";"54.9899786";"-1.6833345"
"36";"CITY";"40953.53385416666";"NE5 2SY";"54.9899786";"-1.6833345"
"36";"CITY";"40953.53912037037";"N19 5SB";"51.5629248";"-0.1352257"
"36";"CITY";"40953.5415625";"N19 5SB";"51.5629248";"-0.1352257"
"36";"CITY";"40953.54221064815";"NE28 9BN";"55.0098636";"-1.5216174"
"2";"GOSFORTH";"40953.54708333333";"NE3 2DW";"55.0225464";"-1.6195574"
"2";"GOSFORTH";"40953.55170138889";"NE3 2DW";"55.0225464";"-1.6195574"
"2";"GOSFORTH";"40953.55278935185";"NE3 2DW";"55.0225464";"-1.6195574"
"2";"GOSFORTH";"40953.55403935185";"NE3 2DW";"55.0225464";"-1.6195574"
"36";"CITY";"40953.5546412037";"NE9 5UN";"54.9421911";"-1.5926667"
"36";"CITY";"40953.55475694445";"NE34 9SE";"54.9669283";"-1.4509596"
"36";"CITY";"40953.55540509259";"NE9 5UN";"54.9421911";"-1.5926667"
"14";"CRUDDAS PARK";"40953.57724537037";"NE4 7RU";"54.9661468";"-1.6362294"
"35";"EAST END";"40953.58104166666";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"CITY";"40953.58377314815";"NE6 5LJ";"54.986578";"-1.5775826"
"2";"GOSFORTH";"40953.58447916667";"NE3 4XN";"55.0029962";"-1.6345623"
"1";"OUTER WEST LIBRARY";"40953.58805555556";"NE5 2SY";"54.9899786";"-1.6833345"
"1";"OUTER WEST LIBRARY";"40953.59061342593";"NE5 2SY";"54.9899786";"-1.6833345"
"36";"CITY";"40953.59092592593";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"CITY";"40953.59349537037";"NE30 4JR";"55.023068";"-1.4282517"
"36";"CITY";"40953.59983796296";"ST4 5HS";"52.9961891";"-2.1964677"
"14";"CRUDDAS PARK";"40953.61209490741";NULL;NULL;NULL
"36";"CITY";"40953.62892361111";"NE2 2RR";"54.9919918";"-1.6003689"
"35";"EAST END";"40953.6289699074";"NE7 7PL";"55.0001164";"-1.5787226"
"4";"JESMOND";"40953.63405092592";"NE2 3LD";"54.9957568";"-1.6083423"
"20";"DENTON BURN";"40953.63733796297";"NE28 8DW";"54.9977822";"-1.5415842"
"4";"JESMOND";"40953.63806712963";"NE2 3LD";"54.9957568";"-1.6083423"
"4";"JESMOND";"40953.63913194444";"NE2 3LD";"54.9957568";"-1.6083423"
