"Location";"Type";"EstablishmentName";"EstablishmentStatus";"HeadFirstName";"HeadHonours";"HeadLastName";"HeadPreferredJobTitle";"HeadTitle";"Postcode";"Street";"Town"
"Redcar & Cleveland";"Primary";"Errington Primary School";"Open";"Christine";NULL;"Stinson";"Headteacher";"Mrs";"TS11 7BL";"Windy Hill Lane";"Teesside"
"Redcar & Cleveland";"Primary";"Wheatlands Primary School";"Open";"Julie";"Med";"Green";"Headteacher";"Mrs";"TS10 2PU";"Hundale Crescent";"Teesside"
"Redcar & Cleveland";"Primary";"Belmont Primary School";"Open";"Colin";NULL;"Linthwaite";"Headteacher";"Mr";"TS14 7BS";"Lauderdale Drive";"Teesside"
"Redcar & Cleveland";"Primary";"Saltburn Primary School";"Open";"J";NULL;"Richardson";"Headteacher";"Mrs";"TS12 1HJ";"Marske Mill Lane";"Teesside"
"Redcar & Cleveland";"Primary";"New Marske Primary School";"Open";"Joseph";NULL;"Sonnenfeld";"Headteacher";"Mr";"TS11 8BN";"Birkdale Road";"Teesside"
"Redcar & Cleveland";"Primary";"Coatham Church of England Voluntary Controlled Primary School";"Open";"Sue";NULL;"Radcliffe";"Headteacher";"Mrs";"TS10 1QY";"Coatham Road";"Teesside"
"Redcar & Cleveland";"Primary";"St Peter's Church of England Voluntary Controlled Primary School, Brotton";"Open";"John";NULL;"Stinson";"Headteacher";"Mr";"TS12 2UW";"Marshall Drive";"Teesside"
"Redcar & Cleveland";"Primary";"Saint Bede's Catholic VA Primary School";"Open";"K";NULL;"Siedle";"Headteacher";"Mrs";"TS11 6AE";"Redcar Road";"Teesside"
"Redcar & Cleveland";"Primary";"Saint Joseph's Roman Catholic Primary School";"Open";"M";NULL;"Atkinson";"Headteacher";"Mr";"TS13 4PZ";"Rosecroft Lane";"Teesside"
"Redcar & Cleveland";"Primary";"Saint Paulinus Catholic Voluntary Aided Primary School";"Open";"Elizabeth";NULL;"Huntley";"Headteacher";"Mrs";"TS14 8DN";"The Avenue";"Teesside"
"Redcar & Cleveland";"Primary";"Saint Gabriel's Catholic Voluntary Aided Primary School";"Open";"Mary";NULL;"Hoy";"Headteacher";"Mrs";"TS7 9LF";"Allendale Road";"Teesside"
"Redcar & Cleveland";"Primary";"Highcliffe Primary School";"Open";"Jackie";NULL;"Woodhead";"Headteacher";"Mrs";"TS14 8AA";"Hutton Lane";"Teesside"
"Redcar & Cleveland";"Primary";"Chaloner Primary School";"Open";"Angela";NULL;"Hull";"Headteacher";"Mrs";"TS14 6JA";"Wilton Lane";"Teesside"
"Redcar & Cleveland";"Primary";"Handale Primary School";"Open";"Christine";NULL;"Buckley";"Headteacher";"Mrs";"TS13 4RL";"West Park Avenue";"Teesside"
"Redcar & Cleveland";"Primary";"St Mary's RC Primary School";"Open";"Susan";NULL;"Lemmon";"Headteacher";"Mrs";"TS6 7AD";"Tennyson Avenue";"Teesside"
"Redcar & Cleveland";"Primary";"Skelton Primary School";"Open";"Barbara";"Med. Bed Hons";"Bell";"Headteacher";"Mrs";"TS12 2LR";"Station Lane";"Teesside"
"Redcar & Cleveland";"Primary";"Caedmon Primary School";"Open";"Phillip";NULL;"McElwee";"Headteacher";"Mr";"TS6 7NA";"Attlee Road";"Teesside"
"Redcar & Cleveland";"Primary";"St Margaret Clitherows RC Primary School";"Open";"Christine";NULL;"Johnson";"Acting Headteacher";"Mrs";"TS6 6TA";"St Margaret's Grove";"Teesside"
"Redcar & Cleveland";"Primary";"South Bank Community Primary School";"Open";"Brenda";NULL;"Urwin";"Headteacher";"Ms";"TS6 6SY";"Poplar Grove";"Teesside"
"Redcar & Cleveland";"Primary";"Saint Benedict's Roman Catholic VA Primary School";"Open";"Caroline";NULL;"Garvey";"Headteacher";"Ms";"TS10 1LS";"Mersey Road";"Teesside"
"Redcar Cleveland";"Secondary";"Eston Park School";"Open";"J";NULL;"Rogers";"Headteacher";"Mr";"TS6 9AW";"Burns Road";"Teesside"
"Redcar Cleveland";"Secondary";"Laurence Jackson School";"Open";"Tony";NULL;"Gavin";"Headteacher";"Mr";"TS14 6RD";"Church Lane";"Teesside"
"Redcar Cleveland";"Secondary";"Huntcliff School";"Open";"Ruth";NULL;"Headdon";"Headteacher";"Mrs";"TS12 1HJ";"Marske Mill Lane";"Teesside"
"Redcar Cleveland";"Secondary";"Bydales School - A Specialist Technology College";"Open";"Anthony";"Bsc Med";"Hobbs";"Headteacher";"Mr";"TS11 6AR";"Coast Road";"Teesside"
"Redcar Cleveland";"Secondary";"Gillbrook College";"Open, but proposed to close";"John";NULL;"Anthony";"Headteacher";"Mr";"TS6 9AG";"Normanby Road";"Teesside"
"Redcar Cleveland";"Secondary";"Nunthorpe School";"Open";"Debbie";"Ba Hons";"Clinton";"Headteacher";"Ms";"TS7 0LA";"Guisborough Road";"Teesside"
"Redcar Cleveland";"Secondary";"Rye Hills School";"Open";"H";NULL;"Joyce";"Headteacher";"Mr";"TS10 2HN";"Redcar Lane";"Teesside"
"Redcar Cleveland";"Secondary";"Redcar Community College A Specialist Visual and Performing Arts Centre";"Open";"Steve";NULL;"Siddell";"Acting Headteacher";"Mr";"TS10 4AB";"Kirkleatham Lane";"Teesside"
"Redcar Cleveland";"Secondary";"Saint Peter's Catholic College of Maths and Computing";"Open, but proposed to close";"Gavin";NULL;"Salvesen-Sawh";"Headteacher";"Mr";"TS6 6SP";"Normanby Road";"Teesside"
"Redcar Cleveland";"Secondary";"Sacred Heart Roman Catholic VA School - A Specialist Science College";"Open";"Patricia";NULL;"Hibbert";"Acting Headteacher";"Mrs";"TS10 1PJ";"Mersey Road";"Teesside"
"Redcar Cleveland";"Secondary";"Freebrough Specialist Engineering College";"Open, but proposed to close";"Diane";NULL;"Edwards";"Headteacher";"Mrs";"TS12 2SJ";"Linden Road";"Teesside"
"South Tyneside";"Primary";"Hadrian Primary School";"Open";"Scott";NULL;"Brown";"Headteacher";"Mr";"NE33 2BB";"Baring Street";"South Tyneside"
"South Tyneside";"Primary";"Ridgeway Primary School";"Open";"M A";NULL;"Kirkland";"Headteacher";"Mrs";"NE34 8AB";"Park Avenue";"South Tyneside"
"South Tyneside";"Primary";"Harton Infants' School";"Open, but proposed to close";"John";NULL;"Pattinson";"Headteacher";"Mr";"NE34 6NX";"East Avenue";"South Tyneside"
"South Tyneside";"Primary";"Laygate School";"Open";"M";NULL;"Dixon";"Headteacher";"Mr";"NE33 4JJ";"Laygate Lane";"South Tyneside"
"South Tyneside";"Primary";"Mortimer Primary School";"Open";"G S";NULL;"Seagrove";"Headteacher";"Mr";"NE34 0RW";"Mortimer Road";"South Tyneside"
"South Tyneside";"Primary";"Marine Park Primary School";"Open";"Alison";NULL;"Burden";"Headteacher";"Mrs";"NE33 2RD";"Hatfield Square";"South Tyneside"
"South Tyneside";"Primary";"Stanhope Primary School";"Open";"J";NULL;"Vasey";"Headteacher";"Mr";"NE33 4SZ";"Gresford Street";"South Tyneside"
"South Tyneside";"Primary";"Biddick Hall Junior School";"Open";"T";NULL;"Mills";"Headteacher";"Mr";"NE34 9SP";"Chesterton Road";"South Tyneside"
"South Tyneside";"Primary";"Temple Park Junior School";"Open, but proposed to close";"J";NULL;"Routledge";"Headteacher";"Mrs";"NE34 8LU";"Manet Gardens";"South Tyneside"
"South Tyneside";"Primary";"Temple Park Infants' School";"Open, but proposed to close";"Cheryl";NULL;"Porter";"Headteacher";"Mrs";"NE34 8JU";"Rubens Avenue";"South Tyneside"
"South Tyneside";"Primary";"Biddick Hall Infants' School";"Open";"Myra";NULL;"Edwards";"Headteacher";"Mrs";"NE34 9JD";"Galsworthy Road";"South Tyneside"
"South Tyneside";"Primary";"Monkton Junior School";"Open";"Stuart Andrew";"Bed(Hons)  M.A";"Johnson";"Headteacher";"Mr";"NE34 9RD";"Dame Flora Robson Avenue";"South Tyneside"
"South Tyneside";"Primary";"Monkton Infants' School";"Open";"J.B";"B.Ed.(Hons)";"Finlay";"Headteacher";"Mrs";"NE34 9SD";"St Simon Street";"South Tyneside"
"South Tyneside";"Primary";"Ashley Primary School";"Open";"Denise";NULL;"Todd";"Headteacher";"Mrs";"NE34 0QA";"Temple Park Road";"South Tyneside"
"South Tyneside";"Primary";"Hedworth Lane Primary School";"Open";"Anthony";NULL;"Gill";"Headteacher";"Mr";"NE35 9JB";"Hedworth Lane";"South Tyneside"
"South Tyneside";"Primary";"Marsden Primary School";"Open";"Ann";NULL;"Bell";"Acting Headteacher";"Mrs";"SR6 7HJ";"Mill Lane";"South Tyneside"
"South Tyneside";"Primary";"East Boldon Infants' School";"Open";"V";NULL;"Gasston";"Headteacher";"Mrs";"NE36 0SW";"Front Street";"South Tyneside"
"South Tyneside";"Primary";"East Boldon Junior School";"Open";"Margaret";NULL;"Parker";"Headteacher";"Mrs";"NE36 0DL";"North Lane";"South Tyneside"
"South Tyneside";"Primary";"Bede Burn Primary School";"Open";"Noreen";NULL;"Reid";"Headteacher";"Mrs";"NE32 5NJ";"Dene Terrace";"South Tyneside"
"South Tyneside";"Primary";"Valley View Primary School";"Open";"M J";NULL;"Frazer";"Headteacher";"Mr";"NE32 5QT";"Valley View";"South Tyneside"
"South Tyneside";"Primary";"Dunn Street Primary School";"Open";"Stuart";NULL;"Reader";"Headteacher";"Mr";"NE32 3QL";"Staple Road";"South Tyneside"
"South Tyneside";"Primary";"Harton Junior School";"Open, but proposed to close";"Alison";NULL;"Chipchase";"Headteacher";"Miss";"NE34 6PF";"East Avenue";"South Tyneside"
"South Tyneside";"Primary";"Simonside Primary School";"Open";"J R";NULL;"Purvis";"Headteacher";"Mr";"NE32 4AU";"Glasgow Road";"South Tyneside"
"South Tyneside";"Primary";"Hedworthfield Primary School";"Open";"Teresa";NULL;"Lawton";"Headteacher";"Mrs";"NE32 4QF";"Linkway";"South Tyneside"
"South Tyneside";"Primary";"Lord Blyton Primary School";"Open";"D";NULL;"Boyle";"Headteacher";"Mr";"NE34 9BN";"Blyton Avenue";"South Tyneside"
"South Tyneside";"Primary";"West Boldon Primary School";"Open";"P";NULL;"Millington";"Headteacher";"Mr";"NE36 0HX";"Hindmarch Drive";"South Tyneside"
"South Tyneside";"Primary";"Albert Elliott Primary School";"Open, but proposed to close";"B A";NULL;"Livesley";"Headteacher";"Mrs";"NE34 8RZ";"Rembrandt Avenue";"South Tyneside"
"South Tyneside";"Primary";"Lukes Lane Community School";"Open, but proposed to close";"L";NULL;"Morgan";"Headteacher";"Mrs";"NE31 2AX";"Marine Drive";"South Tyneside"
"South Tyneside";"Primary";"Toner Avenue Primary School";"Open";"Kieran";"B.Ed(Hons) M.Ed";"Quigley";"Headteacher";"Mr";"NE31 2LJ";"Johnston Avenue";"South Tyneside"
"South Tyneside";"Primary";"Bedewell Primary School";"Open, but proposed to close";"Kevin";NULL;"Burns";"Headteacher";"Mr";"NE31 1QD";"Coleridge Square";"South Tyneside"
"South Tyneside";"Primary";"Fellgate Primary School";"Open";"J";NULL;"Cunningham";"Headteacher";"Mrs";"NE32 4XA";"Oxford Way";"South Tyneside"
"South Tyneside";"Primary";"St Oswald's CofE Aided Primary School";"Open";"M";NULL;"Falcus";"Headteacher";"Mr";"NE31 1HT";"St Oswald's Road";"South Tyneside"
"South Tyneside";"Primary";"St Bede's RC Voluntary Aided Primary School, South Shields";"Open";"Nicole Elizabeth";NULL;"Park";"Headteacher";"Mrs";"NE33 4PG";"Claypath Lane";"South Tyneside"
"South Tyneside";"Primary";"St Gregory's RC Voluntary Aided Primary School";"Open";"Ken";NULL;"Smithson";"Headteacher";"Mr";"NE34 6DZ";"Harton House Road East";"South Tyneside"
"South Tyneside";"Primary";"St Peter and Paul RC Voluntary Aided Primary School";"Open";"K";NULL;"Devlin";"Headteacher";"Mr";"NE33 4RD";"Olive Street";"South Tyneside"
"South Tyneside";"Primary";"St Oswald's RC Voluntary Aided Primary School";"Open";"I";NULL;"Pallas";"Headteacher";"Mrs";"NE34 8NS";"Nash Avenue";"South Tyneside"
"South Tyneside";"Primary";"St Aloysius' RC Voluntary Aided Junior School";"Open";"Maria";NULL;"Frazer";"Headteacher";"Mrs";"NE31 1BQ";"Argyle Street";"South Tyneside"
"South Tyneside";"Primary";"St Aloysius RC Voluntary Aided Infant School";"Open";"Eileen";NULL;"Lawson";"Headteacher";"Mrs";"NE31 1RZ";"Argyle Street";"South Tyneside"
"South Tyneside";"Primary";"St Matthew's RC Voluntary Aided Primary School";"Open";"Martin";NULL;"Humble";"Headteacher";"Mr";"NE32 5YT";"Alnwick Grove";"South Tyneside"
"South Tyneside";"Primary";"St Mary's RC Voluntary Aided Primary School";"Open";"Maria";NULL;"Elliot";"Headteacher";"Miss";"NE32 4AW";"Ayr Drive";"South Tyneside"
"South Tyneside";"Primary";"St James' RC Voluntary Aided Primary School";"Open";"G";NULL;"O'keeffe";"Headteacher";"Mr";"NE31 2BP";"Solway Road";"South Tyneside"
"South Tyneside";"Primary";"St Joseph's RC Voluntary Aided Primary School";"Open";"G M";NULL;"Egdell";"Headteacher";"Mrs";"NE32 4PJ";"St Joseph's Way";"South Tyneside"
"South Tyneside";"Primary";"St Bede's RC Primary School, Jarrow";"Open";"Moya";NULL;"Rooney";"Headteacher";"Mrs";"NE32 3AJ";"Harold Street";"South Tyneside"
"South Tyneside";"Primary";"Whitburn Village Primary School";"Open";"Judith";NULL;"Knill";"Headteacher";"Mrs";"SR6 7NS";"Cleadon Lane";"South Tyneside"
"South Tyneside";"Primary";"Jarrow Cross CofE Primary School";"Open";"Gillian";NULL;"Dorn";"Acting Headteacher";"Mrs";"NE32 5UW";"Borough Road";"South Tyneside"
"South Tyneside";"Primary";"Westoe Crown Primary School";"Open";"Lenise";NULL;"Lilico";"Headteacher";"Mrs";"NE33 3NS";"Site of Westoe Colliery";"South Tyneside"
"South Tyneside";"Primary";"Sea View Primary School";"Open";"Jane";NULL;"Cunningham";"Head Teacher";NULL;"NE34 7TD";"Norham Road";"South Tyneside"
"South Tyneside";"Primary";"Cleadon Village Church of England VA Primary School";"Open";"Jane";NULL;"Beckett";"Headteacher";"Mrs";"SR6 7RP";"Boldon Lane";"South Tyneside"
"South Tyneside";"Primary";"Holy Trinity CofE VA Primary School";"Open";"T";NULL;"Murphy";"Headteacher";"Mrs";"NE34 0TS";"Brockley Avenue";"South Tyneside"
"South Tyneside";"Secondary";"Harton Technology College";"Open";"Ken";NULL;"Gibson";"Headteacher";"Mr";"NE34 6DL";"Lisle Road";"South Tyneside"
"South Tyneside";"Secondary";"Mortimer Community College";"Open";"Claire";"Bsc";"Mullane";"Headteacher";"Ms";"NE33 4UG";"Reading Road";"South Tyneside"
"South Tyneside";"Secondary";"Boldon School";"Open";"Elizabeth";NULL;"Hayes";"Headteacher";"Mrs";"NE35 9DZ";"New Road";"South Tyneside"
"South Tyneside";"Secondary";"Hebburn Comprehensive School";"Open";"N";NULL;"Anderson";"Headteacher";"Mr";"NE31 2QU";"Campbell Park Road";"South Tyneside"
"South Tyneside";"Secondary";"St Joseph's RC Voluntary Aided Comprehensive School";"Open";"J";NULL;"Campbell";"Headteacher";"Dr";"NE31 2ET";"Mill Lane";"South Tyneside"
"South Tyneside";"Secondary";"St Wilfrid's RC College";"Open";"Christine";NULL;"Wright";"Headteacher";"Ms";"NE34 0PH";"Harton Lane";"South Tyneside"
"South Tyneside";"Secondary";"South Shields Community School";"Open";NULL;NULL;"Frain";"Headteacher";"Dr";"NE34 0PJ";"McAnany Avenue";"South Tyneside"
"South Tyneside";"Secondary";"Jarrow School";"Open";"Les";NULL;"Jones";"Headteacher";"Mr";"NE32 5PR";"Field Terrace";"South Tyneside"
"South Tyneside";"Secondary";"Whitburn Church of England School";"Open";"P A";NULL;"Williams";"Headteacher";"Miss";"SR6 7EF";NULL;"South Tyneside"
"Stockton";"Primary";"High Clarence Primary School";"Open";"J";NULL;"Orridge";"Headteacher";"Mrs";"TS2 1SY";"Port Clarence Road";"Stockton on Tees"
"Stockton";"Primary";"Billingham South Community Primary School";"Open";"Kenneth";NULL;"Robinson";"Headteacher";"Mr";"TS23 1BE";"Belasis Avenue";"Stockton on Tees"
"Stockton";"Primary";"Bewley Junior School";"Open, but proposed to close";"Stephen Thomas";NULL;"Aistrup";"Headteacher";"Mr";"TS23 3LR";"Wolviston Back Lane";"Stockton on Tees"
"Stockton";"Primary";"Bewley Infant School";"Open, but proposed to close";"V E";NULL;"Watkins";"Headteacher";"Miss";"TS23 3LH";"Low Grange Avenue";"Stockton on Tees"
"Stockton";"Primary";"Wolviston Primary School";"Open";"Maria";NULL;"Carlton";"Headteacher";"Ms";"TS22 5LN";"The Green";"Stockton on Tees"
"Stockton";"Primary";"Preston Primary School";"Open";"S";NULL;"Winters";"Headteacher";"Mrs";"TS16 0BE";"Laurel Road";"Stockton on Tees"
"Stockton";"Primary";"Mill Lane Primary School";"Open";"Carol";NULL;"O'brien";"Headteacher";"Mrs";"TS18 1QX";"Wellington Street";"Stockton on Tees"
"Stockton";"Primary";"Bowesfield Primary School";"Open";"Emily";NULL;"Hodgeon";"Headteacher";"Miss";"TS18 3JB";"Northcote Street";"Stockton on Tees"
"Stockton";"Primary";"Hartburn Primary School";"Open";"T F";NULL;"Gittins";"Headteacher";"Mr";"TS18 5BS";"Adelaide Grove";"Stockton on Tees"
"Stockton";"Primary";"Hardwick Green Primary School";"Open";"Ruth";NULL;"Pickering";"Headteacher";"Mrs";"TS19 8WF";"Tithe Barn Road";"Stockton on Tees"
"Stockton";"Primary";"Whitehouse Primary School";"Open";"Shona";NULL;"Randle";"Head Teacher";"Mrs";"TS19 0TS";"Dunelm Road";"Stockton on Tees"
"Stockton";"Primary";"The Glebe Primary School";"Open";"Glenda";NULL;"Repton";"Headteacher";"Mrs";"TS20 1QY";"Pulford Road";"Stockton on Tees"
"Stockton";"Primary";"Yarm Primary School";"Open";"Peter";NULL;"Davies";"Headteacher";"Mr";"TS15 9HF";"Spitalfields";"Stockton on Tees"
"Stockton";"Primary";"The Village Primary";"Open";"P A";NULL;"Gibb";"Headteacher";"Mrs";"TS17 8PW";"Windsor Road";"Stockton on Tees"
"Stockton";"Primary";"Bader Primary School";"Open";"D";NULL;"Wray";"Headteacher";"Ms";"TS17 0BY";"Kintyre Drive";"Stockton on Tees"
"Stockton";"Primary";"Junction Farm Primary School";"Open";"Stuart";"Bed Hons Npqh";"Jones";"Headteacher";"Mr";"TS16 0EU";"Butterfield Drive";"Stockton on Tees"
"Stockton";"Primary";"Durham Lane Primary School";"Open";"Jacqueline";"Bed Hons";"Ball";"Headteacher";"Mrs";"TS16 0NG";"Amberley Way";"Stockton on Tees"
"Stockton";"Primary";"The Links Primary School";"Open";"A J";NULL;"Puddick";"Headteacher";"Mrs";"TS16 9ES";"Carnoustie Drive";"Stockton on Tees"
"Stockton";"Primary";"Kirklevington Primary School";"Open";"Phil";NULL;"Thackstone";"Headteacher";"Mr";"TS15 9LX";"Forest Lane";"Stockton on Tees"
"Stockton";"Primary";"Levendale Primary School";"Open";"Sandra M";NULL;"Jones";"Headteacher";"Mrs";"TS15 9RJ";"Mount Leven Road";"Stockton on Tees"
"Stockton";"Primary";"Crooksbarn Primary School";"Open";"Janet";NULL;"Cook";"Headteacher";"Miss";"TS20 1SN";"Petrel Crescent";"Stockton on Tees"
"Stockton";"Primary";"Norton Primary School";"Open";"Susan";NULL;"Dawson";"Headteacher";"Mrs";"TS20 2RD";"Berkshire Road";"Stockton on Tees"
"Stockton";"Primary";"Layfield Primary School";"Open";"Hazel";NULL;"Ducker";"Headteacher";"Mrs";"TS15 9TF";"Everingham Road";"Stockton on Tees"
"Stockton";"Primary";"Pentland Primary School";"Open";"D";NULL;"Campbell";"Headteacher";"Mr";"TS23 2RG";"Pentland Avenue";"Stockton on Tees"
"Stockton";"Primary";"Harrow Gate Primary School";"Open";"Debbie";NULL;"Collinson";"Headteacher";"Mrs";"TS19 8DE";"Piper Knowle Road";"Stockton on Tees"
"Stockton";"Primary";"Oxbridge Lane Primary School";"Open";"S";NULL;"Moppett";"Headteacher";"Mrs";"TS18 4DA";"Oxbridge Lane";"Stockton on Tees"
"Stockton";"Primary";"Roseworth Primary School";"Closed";"Susan";NULL;"Porteus";"Headteacher";"Mrs";"TS19 9LF";"Rudyard Avenue";"Stockton on Tees"
"Stockton";"Primary";"Frederick Nattrass Primary School";"Open";"Caroline";NULL;"Reed";"Headteacher";"Mrs";"TS20 1BZ";"Darlington Lane";"Stockton on Tees"
"Stockton";"Primary";"Whinstone Primary School";"Open";"Mike";NULL;"Poppitt";"Headteacher";"Mr";"TS17 0RJ";"Lowfields Avenue";"Stockton on Tees"
"Stockton";"Primary";"Tilery Primary School";"Open";"John";NULL;"Repton";"Headteacher";"Mr";"TS18 2HU";"St Ann's Terrace";"Stockton on Tees"
"Stockton";"Primary";"Prior's Mill Church of England Controlled Primary School, Billingham";"Open";"J";NULL;"Duell";"Headteacher";"Mrs";"TS22 5BX";"Clifton Avenue";"Stockton on Tees"
"Stockton";"Primary";"St John the Baptist Church of England Voluntary Controlled Primary School";"Open";"Maxine";NULL;"Coss";"Headteacher";"Mrs";"TS19 0FB";"St John's Way";"Stockton on Tees"
"Stockton";"Primary";"Thornaby-on-Tees Church of England Voluntary Controlled Primary School";"Open";"Elaine";NULL;"Hughes-Narborough";"Headteacher";"Mrs";"TS17 9DB";"Baysdale Road";"Stockton on Tees"
"Stockton";"Primary";"Egglescliffe Church of England Voluntary Controlled Primary School";"Open";"Gillian";"Bed Hons Npqh";"Wild";"Headteacher";"Mrs";"TS16 9BT";"Butts Lane";"Stockton on Tees"
"Stockton";"Primary";"St John the Evangelist Roman Catholic Voluntary Aided Primary School";"Open";"Julia";"Ba";"Rea";"Headteacher";"Mrs";"TS23 1LJ";"Cowpen Lane";"Stockton on Tees"
"Stockton";"Primary";"Our Lady of the Most Holy Rosary RC Primary School";"Open";"J";NULL;"Lyons";"Headteacher";"Mr";"TS23 2BS";"Rievaulx Avenue";"Stockton on Tees"
"Stockton";"Primary";"St Paul's Roman Catholic Voluntary Aided Primary School";"Open";"C";NULL;"Connelly";"Headteacher";"Mrs";"TS22 5LU";"Wolviston Mill Lane";"Stockton on Tees"
"Stockton";"Primary";"St Joseph's Roman Catholic Voluntary Aided Primary School, Billingham";"Open";"J";NULL;"Casey";"Headteacher";"Mrs";"TS23 3NN";"Low Grange Avenue";"Stockton on Tees"
"Stockton";"Primary";"St Cuthbert's RC Voluntary Aided Primary School";"Open";"Julia";NULL;"Pearce";"Headteacher";"Mrs";"TS18 3SY";"Parkfield Road";"Stockton on Tees"
"Stockton";"Primary";"St Joseph's Roman Catholic Voluntary Aided Primary School, Norton";"Open";"Mary";NULL;"Tate";"Headteacher";"Mrs";"TS20 1HR";"Ragworth Road";"Stockton on Tees"
"Stockton";"Primary";"St Patrick's Roman Catholic Voluntary Aided Primary School";"Open";"Nora";NULL;"Moffat";"Acting Headteacher";"Mrs";"TS19 7PL";"Fairfield Road";"Stockton on Tees"
"Stockton";"Primary";"St Bede's Catholic Primary School";"Open";"Liz";"Ma Ba Hons";"O'hehir";"Headteacher";"Mrs";"TS19 0DW";"Green Lane";"Stockton on Tees"
"Stockton";"Primary";"St Patrick's Roman Catholic Primary School, Thornaby";"Open";"M";NULL;"Swinhoe";"Headteacher";"Mrs";"TS17 6NE";"Westbury Street";"Stockton on Tees"
"Stockton";"Primary";"Christ The King RC Primary School";"Open";"Morita";NULL;"Metcalfe";"Headteacher";"Mrs";"TS17 9JP";"Tedder Avenue";"Stockton on Tees"
"Stockton";"Primary";"St Mary's Church of England Aided Primary School, Long Newton";"Open";"David";NULL;"Moorfoot";"Headteacher";"Mr";"TS21 1DL";"The Green";"Stockton on Tees"
"Stockton";"Primary";"William Cassidi Church of England Aided Primary School";"Open";"Julie";NULL;"Cornelius";"Headteacher";"Mrs";"TS21 1JD";"Morrison Street";"Stockton on Tees"
"Stockton";"Primary";"Ingleby Mill Primary School";"Open";"Lana";"B.Ed (Hons)";"Totty";"Headteacher";"Mrs";"TS17 0LW";"Windmill Way";"Stockton on Tees"
"Stockton";"Primary";"Mandale Mill Primary School";"Open";"Andrew";NULL;"Wright";"Headteacher";"Mr";"TS17 8AP";"Thorntree Road";"Stockton on Tees"
"Stockton";"Primary";"Holy Trinity Rosehill CofE Voluntary Aided Primary School";"Open";"Stuart";NULL;"Jones";"Head Teacher";"Mr";"TS19 7QU";"Upsall Grove";"Stockton on Tees"
"Stockton";"Primary";"Oakdene Primary School";"Open";"Elizabeth";"Bed";"Hopper";"Headteacher";"Mrs";"TS23 3NR";"Low Grange Avenue";"Stockton on Tees"
"Stockton";"Primary";"St Therese of Lisieux Primary School";"Open";"Suzanne";NULL;"Alexander";"Headteacher";"Mrs";"TS17 0QP";"Lamb Lane";"Stockton on Tees"
"Stockton";"Primary";"The Oak Tree Primary School";"Open";"P";NULL;"Brunt";"Headteacher";"Mr";"TS19 0SE";"Newham Grange Avenue";"Stockton on Tees"
"Stockton";"Primary";"Myton Park Primary School";"Open";"Dorothy";NULL;"Begley";"Headteacher";"Mrs";"TS17 5BL";"Blair Avenue";"Stockton on Tees"
"Stockton";"Primary";"St Francis of Assisi CofE School";"Open";"P";NULL;"Bramley";"Headteacher";"Mr";"TS17 5GA";"Lowfields Avenue";"Stockton on Tees"
"Stockton";"Primary";"St Mark's Elm Tree CofE Voluntary Aided Primary School";"Open";"Val";NULL;"Hall";"Headteacher";"Mrs";"TS19 7HA";"St Mark's Close";"Stockton on Tees"
"Stockton";"Primary";"St Gregory's Catholic Primary School";"Open";"Peter";NULL;"Mackie";"Headteacher";"Dr";"TS19 9AD";"Ragpath Lane";"Stockton on Tees"
"Stockton";"Primary";"Fairfield Primary School";"Open";"Judith";NULL;"Harrison";"Headteacher";"Ms";"TS19 7PW";"Glenfield Road";"Stockton on Tees"
"Stockton";"Primary";"Barley Fields Primary";"Open";"Graeme";NULL;"Leck";"Headteacher";"Mr";"TS17 0QP";"Lamb Lane";"Stockton on Tees"
"Stockton";"Primary";"Harewood Primary School";"Open";"Jacqueline";NULL;"Vincent-Jones";"Headteacher";"Mrs";"TS17 7JJ";"Eric Avenue";"Stockton on Tees"
"Stockton";"Primary";"Roseberry Primary School";"Open";"Maggie";NULL;"Fearnley";"Headteacher";"Mrs";"TS23 2HJ";"Marsh House Avenue";"Stockton on Tees"
"Stockton";"Primary";"Rosebrook Primary School";"Open";"Val";NULL;"Rudd";"Headteacher";"Ms";"TS19 9LF";"Rudyard Avenue";"Stockton on Tees"
"Stockton";"Secondary";"Egglescliffe School";"Open";"Angela";"Ba Ma";"Darnell";"Headteacher";"Mrs";"TS16 0LA";"Urlay Nook Road";"Stockton"
"Stockton";"Secondary";"Conyers School";"Open";"John P";NULL;"Morgan";"Headteacher";"Mr";"TS15 9ET";"Green Lane";"Stockton"
"Stockton";"Secondary";"Northfield School and Sports College";"Open";"D J";NULL;"Youldon";"Headteacher";"Mr";"TS22 5EG";"Thames Road";"Stockton"
"Stockton";"Secondary";"The Norton School Humanities College";"Open, but proposed to close";"Paul";"Ba";"Wray";"Headteacher";"Mr";"TS20 2RD";"Berkshire Road";"Stockton"
"Stockton";"Secondary";"Bishopsgarth School";"Open";"John";NULL;"Golds";"Headteacher";"Mr";"TS19 8TF";"Harrowgate Lane";"Stockton"
"Stockton";"Secondary";"Blakeston School - A Community Sports College";"Open, but proposed to close";"Judith";NULL;"Hovington";"Headteacher";"Mrs";"TS19 9LT";"Junction Road";"Stockton"
"Stockton";"Secondary";"Grangefield School and Technology College";"Open";"Allan";NULL;"Mansfield";"Acting Headteacher";"Mr";"TS18 4LE";"Oxbridge Avenue";"Stockton"
