"fakecode";"fakelat";"fakelong"
"BB9 6EZ";"53.856138461538386";"-2.22231794871795"
"BB9 6EZ";"53.856138461538386";"-2.22231794871795"
"BB9 8LT";"53.845421524663664";"-2.205452914798207"
"BB9 8LT";"53.845421524663664";"-2.205452914798207"
"BD1 4HT";"53.79642268041232";"-1.7527525773195878"
"BD1 4HT";"53.79642268041232";"-1.7527525773195878"
"BD1 4RH";"53.79997727272725";"-1.7509090909090905"
"BD1 4AH";"53.798166666666646";"-1.7493124999999998"
"BD1 4AH";"53.798166666666646";"-1.7493124999999998"
"BD10 9TE";"53.83381057268716";"-1.7160352422907503"
"BD10 8RE";"53.833342629482075";"-1.7328605577689264"
"BD10 8RE";"53.833342629482075";"-1.7328605577689264"
"BD10 8RE";"53.833342629482075";"-1.7328605577689264"
"BD10 8RE";"53.833342629482075";"-1.7328605577689264"
"BD10 8RE";"53.833342629482075";"-1.7328605577689264"
"BD10 8RE";"53.833342629482075";"-1.7328605577689264"
"BD12 9EZ";"53.73972666666659";"-1.7628533333333318"
"BD12 9EZ";"53.73972666666659";"-1.7628533333333318"
"BD12 9EZ";"53.73972666666659";"-1.7628533333333318"
"BD13 2AH";"53.767099137931034";"-1.8479482758620696"
"BD13 3TS";"53.79332627118651";"-1.849639830508476"
"BD15 7PP";"53.80283582089563";"-1.8216616915422885"
"BD15 9DA";"53.8132950819672";"-1.832409836065573"
"BD16 1LX";"53.83758555133081";"-1.841083650190113"
"BD16 1LX";"53.83758555133081";"-1.841083650190113"
"BD16 1LX";"53.83758555133081";"-1.841083650190113"
"BD16 3DX";"53.86001704545461";"-1.8188295454545458"
"BD16 3DX";"53.86001704545461";"-1.8188295454545458"
"BD16 3DX";"53.86001704545461";"-1.8188295454545458"
"BD16 3DX";"53.86001704545461";"-1.8188295454545458"
"BD16 3DX";"53.86001704545461";"-1.8188295454545458"
"BD16 3DX";"53.86001704545461";"-1.8188295454545458"
"BD16 3DX";"53.86001704545461";"-1.8188295454545458"
"BD16 3DX";"53.86001704545461";"-1.8188295454545458"
"BD16 4TA";"53.85296888888887";"-1.829413333333334"
"BD16 4TA";"53.85296888888887";"-1.829413333333334"
"BD16 4TA";"53.85296888888887";"-1.829413333333334"
"BD16 4TA";"53.85296888888887";"-1.829413333333334"
"BD17 5TS";"53.84830493273528";"-1.7787040358744395"
"BD17 5TS";"53.84830493273528";"-1.7787040358744395"
"BD17 6JQ";"53.851190697674305";"-1.7605627906976722"
"BD17 6JQ";"53.851190697674305";"-1.7605627906976722"
"BD17 6JQ";"53.851190697674305";"-1.7605627906976722"
"BD18 1HT";"53.83207017543865";"-1.7558187134502912"
"BD18 2LG";"53.829565789473676";"-1.7678749999999985"
"BD18 2LG";"53.829565789473676";"-1.7678749999999985"
"BD18 3EL";"53.83255376344071";"-1.781252688172043"
"BD18 3EL";"53.83255376344071";"-1.781252688172043"
"BD18 3EL";"53.83255376344071";"-1.781252688172043"
"BD18 3EL";"53.83255376344071";"-1.781252688172043"
"BD18 4DJ";"53.83486934673357";"-1.796974874371859"
"BD18 4DJ";"53.83486934673357";"-1.796974874371859"
"BD19 3QA";"53.72766350710881";"-1.7168909952606657"
"BD19 4SB";"53.73222983870962";"-1.6938185483870967"
"BD19 4SB";"53.73222983870962";"-1.6938185483870967"
"BD19 4SB";"53.73222983870962";"-1.6938185483870967"
"BD19 6EY";"53.726792592592545";"-1.7414148148148156"
"BD19 6EY";"53.726792592592545";"-1.7414148148148156"
"BD2 1JY";"53.820877906976676";"-1.748819767441862"
"BD2 1JY";"53.820877906976676";"-1.748819767441862"
"BD2 3HL";"53.81256074766359";"-1.722836448598132"
"BD20 0HH";"53.91244318181808";"-1.9340624999999996"
"BD20 0HH";"53.91244318181808";"-1.9340624999999996"
"BD20 5EN";"53.87792519685036";"-1.8718661417322822"
"BD20 6LX";"53.886353658536684";"-1.932239837398374"
"BD20 7EW";"53.896236842105324";"-1.9876947368421058"
"BD20 7EW";"53.896236842105324";"-1.9876947368421058"
"BD20 7EW";"53.896236842105324";"-1.9876947368421058"
"BD20 7EW";"53.896236842105324";"-1.9876947368421058"
"BD20 7EW";"53.896236842105324";"-1.9876947368421058"
"BD20 8JD";"53.905762931034424";"-2.008719827586206"
"BD20 8JD";"53.905762931034424";"-2.008719827586206"
"BD20 8JD";"53.905762931034424";"-2.008719827586206"
"BD20 8JD";"53.905762931034424";"-2.008719827586206"
"BD20 8JD";"53.905762931034424";"-2.008719827586206"
"BD20 8JD";"53.905762931034424";"-2.008719827586206"
"BD20 8JD";"53.905762931034424";"-2.008719827586206"
"BD20 9HJ";"53.92299450549445";"-1.9648516483516496"
"BD20 9HJ";"53.92299450549445";"-1.9648516483516496"
"BD21 4NX";"53.86780555555558";"-1.892051587301586"
"BD22 0QE";"53.86451583710411";"-2.0016108597285065"
"BD22 0QE";"53.86451583710411";"-2.0016108597285065"
"BD22 0QE";"53.86451583710411";"-2.0016108597285065"
"BD22 0QE";"53.86451583710411";"-2.0016108597285065"
"BD22 0QE";"53.86451583710411";"-2.0016108597285065"
"BD22 0QE";"53.86451583710411";"-2.0016108597285065"
"BD22 0QE";"53.86451583710411";"-2.0016108597285065"
"BD22 7EL";"53.84912068965504";"-1.9402112068965538"
"BD22 8NQ";"53.83200518134719";"-1.9485544041450793"
"BD23 1NX";"53.96323206751064";"-2.0200253164556945"
"BD23 1NX";"53.96323206751064";"-2.0200253164556945"
"BD23 1NX";"53.96323206751064";"-2.0200253164556945"
"BD23 1NX";"53.96323206751064";"-2.0200253164556945"
"BD23 1NX";"53.96323206751064";"-2.0200253164556945"
"BD23 1NX";"53.96323206751064";"-2.0200253164556945"
"BD23 1NX";"53.96323206751064";"-2.0200253164556945"
"BD23 1NX";"53.96323206751064";"-2.0200253164556945"
"BD23 1NX";"53.96323206751064";"-2.0200253164556945"
"BD23 1NX";"53.96323206751064";"-2.0200253164556945"
"BD23 2EA";"53.95743043478258";"-2.013647826086957"
"BD23 2EA";"53.95743043478258";"-2.013647826086957"
"BD23 2EA";"53.95743043478258";"-2.013647826086957"
"BD23 2EA";"53.95743043478258";"-2.013647826086957"
"BD23 2EA";"53.95743043478258";"-2.013647826086957"
"BD23 3AQ";"53.96390677966111";"-2.0950338983050867"
"BD23 3AQ";"53.96390677966111";"-2.0950338983050867"
"BD23 3AQ";"53.96390677966111";"-2.0950338983050867"
"BD23 3AQ";"53.96390677966111";"-2.0950338983050867"
"BD23 3AQ";"53.96390677966111";"-2.0950338983050867"
"BD23 4HN";"54.01362264150952";"-2.2200424528301883"
"BD23 4HN";"54.01362264150952";"-2.2200424528301883"
"BD23 4HN";"54.01362264150952";"-2.2200424528301883"
"BD23 5HS";"54.0946212121213";"-2.027116161616162"
"BD23 5HS";"54.0946212121213";"-2.027116161616162"
"BD23 5HS";"54.0946212121213";"-2.027116161616162"
"BD23 5HS";"54.0946212121213";"-2.027116161616162"
"BD23 5HS";"54.0946212121213";"-2.027116161616162"
"BD23 5HS";"54.0946212121213";"-2.027116161616162"
"BD23 5HS";"54.0946212121213";"-2.027116161616162"
"BD23 6SW";"53.99380288461537";"-1.9638990384615391"
"BD23 6SW";"53.99380288461537";"-1.9638990384615391"
"BD23 6SW";"53.99380288461537";"-1.9638990384615391"
"BD23 6SW";"53.99380288461537";"-1.9638990384615391"
"BD23 6SW";"53.99380288461537";"-1.9638990384615391"
"BD24 0DJ";"54.09321487603311";"-2.299289256198347"
"BD24 0DJ";"54.09321487603311";"-2.299289256198347"
"BD24 0DJ";"54.09321487603311";"-2.299289256198347"
"BD24 0DJ";"54.09321487603311";"-2.299289256198347"
"BD24 0DJ";"54.09321487603311";"-2.299289256198347"
"BD24 0DJ";"54.09321487603311";"-2.299289256198347"
"BD24 0DJ";"54.09321487603311";"-2.299289256198347"
"BD24 9LP";"54.074869346733685";"-2.272733668341707"
"BD3 8SA";"53.79649367088601";"-1.7175886075949371"
"BD3 9DY";"53.79548936170205";"-1.7336099290780156"
"BD4 6JF";"53.76518877551025";"-1.721795918367346"
"BD4 8DP";"53.787602870813366";"-1.7176507177033487"
"BD6 3SP";"53.769187500000186";"-1.7955183823529415"
"BD6 3SP";"53.769187500000186";"-1.7955183823529415"
"BD7 1DB";"53.79162616822428";"-1.765822429906542"
"BD7 1DB";"53.79162616822428";"-1.765822429906542"
"BD7 1DB";"53.79162616822428";"-1.765822429906542"
"BD7 2BA";"53.78904712041875";"-1.7864869109947632"
"BD7 2BA";"53.78904712041875";"-1.7864869109947632"
"BD7 2BA";"53.78904712041875";"-1.7864869109947632"
"BD7 4QX";"53.77710994764406";"-1.7944816753926702"
"BD8 8BG";"53.80344966442949";"-1.770885906040269"
"BD8 8BG";"53.80344966442949";"-1.770885906040269"
"BD8 9HX";"53.80243103448277";"-1.7852471264367822"
"BD9 4JL";"53.815728723404234";"-1.7762021276595739"
"BD9 4JL";"53.815728723404234";"-1.7762021276595739"
"BD9 5LB";"53.811296296296305";"-1.7895493827160496"
"BD9 5LB";"53.811296296296305";"-1.7895493827160496"
"BD9 5LB";"53.811296296296305";"-1.7895493827160496"
"BD9 6JJ";"53.81409340659332";"-1.8072087912087915"
"BD9 6JJ";"53.81409340659332";"-1.8072087912087915"
"BD9 6JJ";"53.81409340659332";"-1.8072087912087915"
"BD9 6JJ";"53.81409340659332";"-1.8072087912087915"
"BD9 6JJ";"53.81409340659332";"-1.8072087912087915"
"BH12 3PH";"50.737789473684195";"-1.9424276315789473"
"BH14 9HG";"50.72457894736845";"-1.9318026315789483"
"BH15 1QJ";"50.716217194570206";"-1.9812714932126703"
"BH15 3RJ";"50.734431818181775";"-1.9727363636363644"
"BH18 9HQ";"50.76156756756755";"-2.0034999999999994"
"BH21 7BH";"50.82527807486635";"-1.9377540106951872"
"BH23 3QA";"50.73710000000003";"-1.7526434782608686"
"BH23 3QA";"50.73710000000003";"-1.7526434782608686"
"BH23 5LY";"50.74564864864869";"-1.7003018018018015"
"BH23 8AJ";"50.78430597014921";"-1.7354179104477614"
"BH23 8AJ";"50.78430597014921";"-1.7354179104477614"
"BH9 3LU";"50.75775126903557";"-1.8640456852791885"
"BL0 0EQ";"53.66187387387384";"-2.306175675675674"
"BL0 9WG";"53.64082662538693";"-2.3227770897832825"
"BL0 9WG";"53.64082662538693";"-2.3227770897832825"
"BL1 5NY";"53.58656634304205";"-2.4709223300970864"
"BL1 5NY";"53.58656634304205";"-2.4709223300970864"
"BL1 7BD";"53.608132075471644";"-2.4405566037735835"
"BL1 7BD";"53.608132075471644";"-2.4405566037735835"
"BL2 3HH";"53.60452777777779";"-2.388826388888888"
"BL6 5GU";"53.593955555555375";"-2.5676592592592598"
"BL7 9EY";"53.621861386138505";"-2.4275610561056102"
"BL8 1DR";"53.603965870307064";"-2.314761092150172"
"BL8 2LH";"53.59132941176483";"-2.3248156862745093"
"BL9 6SS";"53.60858237547897";"-2.282333333333333"
"BL9 8AE";"53.5654504950495";"-2.281089108910891"
"BN1 2HA";"50.8244525547444";"-0.14883941605839404"
"BN1 4GE";"50.8312879581151";"-0.13703664921465977"
"BN1 6US";"50.84828571428567";"-0.15613690476190484"
"BN1 6US";"50.84828571428567";"-0.15613690476190484"
"BN1 6PB";"50.84466181818181";"-0.14346909090909096"
"BN1 6PB";"50.84466181818181";"-0.14346909090909096"
"BN11 1DY";"50.81544919786083";"-0.3712727272727275"
"BN12 4SH";"50.81272692307705";"-0.41661538461538494"
"BN12 6NW";"50.82148186528496";"-0.4265854922279796"
"BN12 6NW";"50.82148186528496";"-0.4265854922279796"
"BN13 2JB";"50.834129554655696";"-0.40504858299595187"
"BN14 8LD";"50.82574390243905";"-0.3642134146341461"
"BN16 4AZ";"50.82880952380951";"-0.48252380952380913"
"BN17 6DS";"50.81594202898534";"-0.5278224637681163"
"BN18 0AS";"50.83935294117643";"-0.6107686274509805"
"BN2 1HY";"50.82075113122166";"-0.12529411764705878"
"BN2 1HY";"50.82075113122166";"-0.12529411764705878"
"BN2 9US";"50.82916477272728";"-0.12730681818181827"
"BN21 1ST";"50.7776919831224";"0.25624894514767943"
"BN21 3RJ";"50.77057276995317";"0.2885727699530513"
"BN21 3RJ";"50.77057276995317";"0.2885727699530513"
"BN21 3RJ";"50.77057276995317";"0.2885727699530513"
"BN23 6AD";"50.79069154228851";"0.3148706467661692"
"BN25 1SD";"50.772314285714124";"0.10484285714285728"
"BN27 1ER";"50.87283181818191";"0.2699136363636365"
"BN27 3PR";"50.867044982698964";"0.235491349480969"
"BN27 3PR";"50.867044982698964";"0.235491349480969"
"BN27 3PR";"50.867044982698964";"0.235491349480969"
"BN27 3PR";"50.867044982698964";"0.235491349480969"
"BN3 3TZ";"50.8325258620691";"-0.1687025862068965"
"BN3 4JG";"50.83051948051951";"-0.19106493506493505"
"BN3 4JG";"50.83051948051951";"-0.19106493506493505"
"BN3 4JG";"50.83051948051951";"-0.19106493506493505"
"BN3 5HJ";"50.83480526315777";"-0.18642631578947366"
"BN3 5HJ";"50.83480526315777";"-0.18642631578947366"
"BN3 5HJ";"50.83480526315777";"-0.18642631578947366"
"BN3 6PN";"50.84288235294118";"-0.16590336134453784"
"BN3 6PN";"50.84288235294118";"-0.16590336134453784"
"BN3 6PN";"50.84288235294118";"-0.16590336134453784"
"BN3 7NS";"50.8422615384615";"-0.1868974358974359"
"BN43 5AB";"50.83567013888881";"-0.272739583333334"
"BN43 5AB";"50.83567013888881";"-0.272739583333334"
"BN43 5AB";"50.83567013888881";"-0.272739583333334"
"BN44 3SS";"50.89290217391298";"-0.3190615942028984"
"BN7 1QT";"50.87450583657593";"0.0016575875486381322"
"BR1 1RW";"51.40601574803159";"0.016834645669291333"
"BR1 2AA";"51.402740384615434";"0.04440064102564111"
"BR1 3JJ";"51.410590579710274";"0.020083333333333297"
"BR2 0LA";"51.402665492957794";"0.004573943661971836"
"BR2 9JF";"51.395691983122376";"0.026215189873417682"
"BR3 3JP";"51.3959855072464";"-0.029521739130434755"
"BR3 4JY";"51.40494684385373";"-0.04368438538205973"
"BR3 5DW";"51.41121978021977";"-0.01659340659340657"
"BR3 6QX";"51.401139534883704";"-0.015217054263565871"
"BR6 0EX";"51.378968871595234";"0.09908171206225692"
"BR6 6LH";"51.357346666666714";"0.09803333333333339"
"BR6 6LH";"51.357346666666714";"0.09803333333333339"
"BR6 8JB";"51.37322751322759";"0.0732275132275133"
"BR6 9HP";"51.366933566433616";"0.09707342657342657"
"BR7 5HE";"51.41289777777763";"0.057164444444444434"
"BR7 5HE";"51.41289777777763";"0.057164444444444434"
"BR7 6AB";"51.41835193133055";"0.07342060085836913"
"BS1 2EJ";"51.45514925373134";"-2.592985074626865"
"BS1 2EJ";"51.45514925373134";"-2.592985074626865"
"BS1 5HX";"51.45426388888889";"-2.6006874999999985"
"BS1 6HX";"51.45039047619034";"-2.5912476190476217"
"BS1 6HX";"51.45039047619034";"-2.5912476190476217"
"BS1 6HX";"51.45039047619034";"-2.5912476190476217"
"BS1 6HX";"51.45039047619034";"-2.5912476190476217"
"BS1 6HX";"51.45039047619034";"-2.5912476190476217"
"BS1 6HX";"51.45039047619034";"-2.5912476190476217"
"BS1 6HX";"51.45039047619034";"-2.5912476190476217"
"BS1 6HX";"51.45039047619034";"-2.5912476190476217"
