"5323","0","Christoph Fink","1","","","165","0"
"5324","0","Christopher Bramham","2","","","457","0"
"5325","0","Christopher Le Brun","9","","","1286","0"
"5326","0","Christopher Sperandio","21","","","4499","0"
"5327","0","Christopher Tanner","1","","","157","0"
"5328","0","Christopher Yeats","2","","","860","0"
"5329","0","Cian Quayle","2","","","586","0"
"5330","0","Ciel Bergman","1","","","168","0"
"5331","0","Cildo Meireles","15","","","1959","0"
"5332","0","Cindy Sherman","42","","","5953","0"
"5333","0","Cirque du Soleil","1","","","163","0"
"5334","0","Claes Oldenburg","21","","","3020","0"
"5335","0","Claire Barber","1","","","198","0"
"5336","0","Claire Barclay","22","","","3891","0"
"5337","0","Claire Todd","1","","","169","0"
"5338","0","Claude Cahun","5","","","742","0"
"5339","0","Claude Closky","2","","","747","0"
"5340","0","Claude Leveque","3","","","667","0"
"5341","0","Claude Viallat","2","","","632","0"
"5342","0","Claudia and Julia Muller","2","","","720","0"
"5343","0","Claudia Losi","2","","","282","0"
"5344","0","Claudia Rankin","2","","","620","0"
"5345","0","Claudia Schmacke","2","","","788","0"
"5346","0","Claudia Wissmann","1","","","151","0"
"5347","0","Claudio Cerini","1","","","188","0"
"5348","0","Clay Ketter","2","","","743","0"
"5349","0","Clegg & Guttmann","2","","","531","0"
"5350","0","Clive Gillman","3","","","859","0"
"5351","0","CM von Hausswolff","1","","","240","0"
"5352","0","Colin Chillag","1","","","151","0"
"5353","0","Colin Pearce","2","","","761","0"
"5354","0","Collective Action Group","1","","","130","0"
"5355","0","Collier Schorr","11","","","2274","0"
"5356","0","Conrad Atkinson","4","","","868","0"
"5357","0","Constant","55","","","9091","0"
"5358","0","Coop Himmelblau","1","","","109","0"
"5359","0","Cornelia Parker","46","","","8665","0"
"5360","0","Cornelius Volker","1","","","116","0"
"5361","0","Cornielle","19","","","4056","0"
"5362","0","Cosima von Bonin","7","","","1578","0"
"5363","0","COUM Transmissions","2","","","577","0"
"5365","0","Craig Pleasants","1","","","167","0"
"5366","0","Craigie Aitchison","1","","","203","0"
"5367","0","Crispin Jones","1","","","213","0"
"5368","0","Cristiano Berti","1","","","207","0"
"5369","0","Cui Fei","1","","","161","0"
"5370","0","Cusi Masuda","1","","","119","0"
"5371","0","Cy Twombly","11","","","1256","0"
"5372","0","Dag Alveng","1","","","172","0"
"5373","0","Daido Moriyama","5","www.moriyamadaido.com/english/","","587","0"
"5374","0","Damian Flares","1","","","166","0"
"5375","0","Damian Michaels","1","","","124","0"
"5376","0","Damien Hirst","75","","","12959","0"
"5377","0","Damien Robinson","0","","","95","0"
"5378","0","Dan Clowes","1","","","132","0"
"5379","0","Dan Flavin","14","","","1952","0"
"5380","0","Dan Graham","25","","","2733","0"
"5381","0","Dan Hays","4","","","779","0"
"5382","0","Dan Peterman","2","","","915","0"
"5383","0","Dan Walsh","2","","","455","0"
"5384","0","Dane Watkins","1","","","158","0"
"43795","0","Galerie Birch","1","","","111","3"
"5386","0","Danica Dakic","2","","","493","0"
"5387","0","Daniel Buren","18","","","2212","0"
"5388","0","Daniel Chust","1","","","173","0"
"5389","0","Daniel Joseph","1","","","175","0"
"5390","0","Daniel Libeskind","1","","","146","0"
"5391","0","Daniel Phill","1","","","185","0"
"5392","0","Daniel Schlier","1","","","116","0"
"5393","0","Daniel Sinsel","2","","","242","0"
"5394","0","Daniele Buetti","3","","","917","0"
"5396","0","Darrell Viner","1","","","124","0"
"5397","0","Darren Almond","17","","","3319","0"
"5398","0","Dave Barden","1","","","911","0"
"5399","0","Dave Hickey","9","","","1310","0"
"5400","0","Dave Smith","2","","","752","0"
"5401","0","David Bade","2","","","535","0"
"5403","0","David Cunningham","3","","","1294","0"
"5404","0","David Edwick","1","","","136","0"
"5405","0","David Gibson","1","","","160","0"
"5406","0","David Goard","5","","","1280","0"
"5407","0","David Hall","1","","","168","0"
"5408","0","David Hammons","9","","","1659","0"
"5409","0","David Mach","5","","","874","0"
"5410","0","David Mackintosh","3","","","730","0"
"5411","0","David Medalla","1","","","123","0"
"5412","0","David Remfry","1","","","190","0"
"5413","0","David Salle","7","","","825","0"
"5414","0","David Sandlin","1","","","152","0"
"5415","0","David Sherry","3","","","806","0"
"5416","0","David Shrigley","64","http://www.davidshrigley.com","","14765","0"
"5417","0","David Smith","6","","","1250","0"
"5418","0","David Stanley","1","","","132","0"
"5419","0","David Tress","2","","","333","0"
"31984","0","Patrick Bailly-Maitre-Grand","1","","","100","7"
"5421","0","David Wojnarowicz","5","","","1269","0"
"5422","0","David Worthington","2","","","715","0"
