# ----------------------------------------,
# www.northernstage.co.uk,
# Visitors Overview,
# 20081018-20120322,
# ----------------------------------------,
,
Day,Visits
15/06/2011,283
16/06/2011,234
17/06/2011,219
18/06/2011,154
19/06/2011,171
20/06/2011,267
21/06/2011,326
22/06/2011,61
23/06/2011,314
24/06/2011,304
25/06/2011,168
26/06/2011,143
27/06/2011,302
28/06/2011,383
29/06/2011,492
30/06/2011,283
01/07/2011,211
02/07/2011,147
03/07/2011,102
04/07/2011,256
05/07/2011,270
06/07/2011,285
07/07/2011,270
08/07/2011,210
09/07/2011,148
10/07/2011,161
11/07/2011,267
12/07/2011,319
13/07/2011,320
14/07/2011,223
15/07/2011,200
16/07/2011,202
17/07/2011,169
18/07/2011,276
19/07/2011,270
20/07/2011,250
21/07/2011,281
22/07/2011,233
23/07/2011,120
24/07/2011,127
25/07/2011,291
26/07/2011,244
27/07/2011,233
28/07/2011,435
29/07/2011,287
30/07/2011,159
31/07/2011,157
01/08/2011,290
02/08/2011,301
03/08/2011,252
04/08/2011,343
05/08/2011,215
06/08/2011,202
07/08/2011,167
08/08/2011,290
09/08/2011,211
10/08/2011,324
11/08/2011,261
12/08/2011,287
13/08/2011,168
14/08/2011,182
15/08/2011,310
16/08/2011,326
17/08/2011,246
18/08/2011,202
19/08/2011,175
20/08/2011,138
21/08/2011,135
22/08/2011,266
23/08/2011,155
24/08/2011,314
25/08/2011,273
26/08/2011,438
27/08/2011,322
28/08/2011,229
29/08/2011,274
30/08/2011,394
31/08/2011,378
01/09/2011,414
02/09/2011,374
03/09/2011,265
04/09/2011,218
05/09/2011,469
06/09/2011,510
07/09/2011,659
08/09/2011,505
09/09/2011,513
10/09/2011,371
11/09/2011,119
12/09/2011,509
13/09/2011,582
14/09/2011,581
15/09/2011,557
16/09/2011,535
17/09/2011,340
18/09/2011,311
19/09/2011,619
20/09/2011,567
21/09/2011,627
22/09/2011,762
23/09/2011,770
24/09/2011,434
25/09/2011,414
26/09/2011,783
27/09/2011,723
28/09/2011,870
29/09/2011,674
30/09/2011,515
01/10/2011,421
02/10/2011,445
03/10/2011,734
04/10/2011,788
05/10/2011,736
06/10/2011,654
07/10/2011,565
08/10/2011,465
09/10/2011,389
10/10/2011,614
11/10/2011,592
12/10/2011,542
13/10/2011,485
14/10/2011,430
15/10/2011,254
16/10/2011,310
17/10/2011,571
18/10/2011,677
19/10/2011,518
20/10/2011,591
21/10/2011,562
22/10/2011,370
23/10/2011,336
24/10/2011,492
25/10/2011,504
26/10/2011,759
27/10/2011,581
28/10/2011,444
29/10/2011,270
30/10/2011,302
31/10/2011,533
01/11/2011,497
02/11/2011,504
03/11/2011,580
04/11/2011,485
05/11/2011,331
06/11/2011,317
07/11/2011,527
08/11/2011,524
09/11/2011,498
10/11/2011,603
11/11/2011,474
12/11/2011,320
13/11/2011,398
14/11/2011,486
15/11/2011,633
16/11/2011,570
17/11/2011,499
18/11/2011,522
19/11/2011,376
20/11/2011,430
21/11/2011,671
22/11/2011,696
23/11/2011,670
24/11/2011,628
25/11/2011,766
26/11/2011,506
27/11/2011,533
28/11/2011,831
29/11/2011,666
30/11/2011,604
01/12/2011,614
02/12/2011,870
03/12/2011,571
04/12/2011,521
05/12/2011,742
06/12/2011,785
07/12/2011,744
08/12/2011,661
09/12/2011,677
